0.08333333333333333	0.14285714285714285	0.5	false	80
1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000006948	1.0000000000089733	1.0000000000121931	1.0	1.0	1.0	0.0	0.0	0.0	0.11118436378594805	0.3301527512080143	0.17880559188626355	0.0	2.8516464329834275
1.0	1.0	1.0	1.0	1.0	1.0	1.0015074178187244	1.0983232549592867	1.039188589740292	1.0	1.0052549358777425	1.0	0.0	0.0	0.0	0.7632914299732125	0.3220005281418728	0.039179284454812786	0.06364442414849678	0.36327206282935354
1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000008062	1.0	1.0	1.000000000000334	1.0	1.0	0.0	0.0	0.0	0.4885525373413489	0.1456620786650141	0.039726824020425155	0.10327273027509228	9.765096387971397
1.0	1.0	1.0	1.0	1.0	1.001173738810529	1.0062009869719073	1.0300441982470898	1.1054306736679034	1.0	1.0460266295892167	1.0	0.0	0.0	0.0	0.36847517463284823	0.21830998377630723	0.2751301548978874	0.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000000826	1.0	1.0	1.000000000000189	1.000000000000026	1.0	0.0	0.0	0.0	0.16371545594015888	0.2332355435059299	0.0	0.0	75.1149152391565
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000129197	1.0	1.0	1.0	0.0	0.0	0.0	0.21023846207386826	0.4114345019956173	0.31286903580785075	0.0	0.9316642192416841
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000011862	1.0	1.0	1.0	0.0	0.0	0.0	0.28065437439206115	0.3690991128071468	0.059264849972546184	0.5122757956809377	0.24165685869965164
1.0	1.0	1.0	1.0	1.0	1.000000000180599	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.26750393017305746	0.2932606744504153	0.06570715353657812	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000000218	1.0	1.0	0.0	0.0	0.0	0.3340772331946622	0.0	0.0	4.9836836387171695E-5	1.2602075672032207
1.0	1.0	1.0	1.0	1.0	1.000000000000008	1.0000000000004097	1.0	1.0	1.0	1.0000000000005347	1.0	0.0	0.0	0.0	0.1788502680223394	0.3579009226070776	0.10881525901814106	0.0	44.84723782021067
