time	reported I	 reported*lambda	predicted
03/22/2020	57.0	108.70107253264274	108.70107253264274
03/23/2020	89.0	169.72623605974042	113.9909610220912
03/24/2020	103.0	119.99409274732469	115.27224285325279
03/25/2020	98.9	115.21762886126614	113.62584304245777
03/26/2020	128.0	149.11887254036466	109.89885203995294
03/27/2020	90.714	105.68101096583312	104.75033952832102
03/28/2020	60.755	70.77903985304575	107.21459613865687
03/29/2020	70.153	81.72762707284534	113.01921823396769
03/30/2020	185.0	215.5233704684958	121.25120506592417
03/31/2020	199.0	199.0	133.16875150478933
04/01/2020	213.0	213.0	147.61793649118385
04/02/2020	229.0	229.0	163.49604234663815
04/03/2020	236.0	236.0	180.04659237706522
04/04/2020	84.099	84.099	196.2230290842458
04/05/2020	89.464	89.464	212.47229363870244
04/06/2020	95.231	95.231	228.66268937734682
04/07/2020	102.37	157.26245018849036	245.5836897996864
04/08/2020	114.86	176.44979025739966	263.1287658863256
04/09/2020	134.58	206.7439732965423	281.1060885851859
04/10/2020	158.53	243.53635077055168	299.2942004228918
04/11/2020	193.53	297.30391701649444	317.507264875185
04/12/2020	272.62	418.80325457054056	335.70843482850995
04/13/2020	278.74	428.2048975826883	352.36437260874476
04/14/2020	255.13	255.13	369.69383310987985
04/15/2020	343.04	343.04	387.7074541708467
04/16/2020	334.6	334.6	406.4804358522697
04/17/2020	470.23	470.23	425.8945776774156
04/18/2020	521.14	521.14	445.83489555488626
04/19/2020	549.79	549.79	466.31953729151405
04/20/2020	578.22	578.22	487.0779533580898
04/21/2020	586.62	586.62	508.69675614617853
04/22/2020	606.24	606.24	531.3601674161516
04/23/2020	573.37	573.37	555.416251997706
04/24/2020	588.76	588.76	580.652541891842
04/25/2020	646.0	646.0	606.9900609276228
04/26/2020	650.11	650.11	634.6437254104333
04/27/2020	667.43	667.43	663.6439422501618
04/28/2020	750.61	750.61	692.6537349023379
04/29/2020	752.72	752.72	721.7941200838429
04/30/2020	788.52	788.52	752.2435895796341
05/01/2020	835.25	835.25	784.7074895606056
05/02/2020	929.45	929.45	817.4745556766128
05/03/2020	847.96	847.96	851.2441688362779
05/04/2020	520.17	520.17	885.9073430108065
05/05/2020	614.1	790.8459858522007	922.7492030651496
05/06/2020	732.8	943.7093933113379	961.1752943014284
05/07/2020	824.71	1062.0722895166396	1002.2084655287446
05/08/2020	876.97	1129.3733988158351	1045.4845345034023
05/09/2020	863.35	1111.8333852556545	1091.0844328142102
05/10/2020	867.85	1117.6285439209123	1138.4645253703545
05/11/2020	900.2	1159.2892956589335	1187.9636179043753
05/12/2020	1041.6	1155.9564183333118	1242.1656386329653
05/13/2020	1149.9	1276.1465874054104	1301.118424131155
05/14/2020	1198.0	1329.5274473534062	1364.140504230026
05/15/2020	1369.1	1519.4123774386878	1432.0737551357709
05/16/2020	1426.8	1583.4472135925207	1505.4705669967134
05/17/2020	1422.2	1578.342183327224	1582.9091772299519
05/18/2020	1469.6	1630.9461908435437	1664.2984070447244
05/19/2020	1516.3	1534.910886631609	1714.202369780285
05/20/2020	1519.7	1538.3526178289628	1742.0906744546805
05/21/2020	1610.1	1629.8621767233092	1755.236960396618
05/22/2020	1817.7	1840.010234538202	1757.9389407250792
05/23/2020	1836.9	1859.445893064435	1753.033346751123
05/24/2020	1816.8	1839.0991880447848	1741.4004769891594
05/25/2020	1825.1	1847.5010612618541	1723.8309533628128
05/26/2020	1860.1	1860.1	1702.7819198851903
05/27/2020	1611.2	1611.2	1680.322069141696
05/28/2020	1618.4	1618.4	1656.8863895468385
05/29/2020	1755.2	1755.2	1631.9830422054047
05/30/2020	1663.0	1663.0	1605.6034454959106
05/31/2020	1564.5	1564.5	1577.927321559141
06/01/2020	1463.2	1463.2	1549.2539484470542
06/02/2020	1199.9	1660.43087918355	1520.0462189240784
06/03/2020	1024.5	1417.7110056867627	1490.3509771689519
06/04/2020	1020.0	1411.4838709619307	1460.460076129165
06/05/2020	1083.1	1498.8021378812423	1430.4204011712777
06/06/2020	1096.8	1517.7603035990644	1400.3982175817916
06/07/2020	920.94	1274.403878552628	1370.1256530324074
06/08/2020	836.95	1158.1778684329295	1339.3175448466327
06/09/2020	725.37	1310.3466459699955	1308.77062497585
06/10/2020	639.98	1156.0936439167292	1278.2573667747704
06/11/2020	674.02	1217.5852962166844	1244.7340027833343
06/12/2020	742.5	1341.2911819247029	1209.5991925359508
06/13/2020	673.53	1216.7001343592526	1173.6378495772622
06/14/2020	659.3	1190.9943114383252	1137.2910100202796
06/15/2020	547.61	989.2316015269853	1100.9512034333814
06/16/2020	458.52	970.8605739820216	1065.149460300961
06/17/2020	413.0	874.4774863791655	1030.1183564084963
06/18/2020	470.63	996.5020324809361	995.9891215303119
06/19/2020	525.34	1112.343832189905	962.5825546368482
06/20/2020	457.75	969.2301922277554	930.3350857394333
06/21/2020	439.97	931.5831953565169	899.0483581096055
06/22/2020	405.58	858.7665349289634	868.8413687670585
