MN_start80 run 9
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
1	6.743868219462574E7	91.57%	86.96%	0.9s
2	1.9939031563702278E7	70.43%	52.51%	0.9s
3	1.536494662010731E7	22.94%	44.57%	0.9s
4	1.4092816160299081E7	8.28%	40.84%	1.0s
5	1.3090829856157517E7	7.11%	38.86%	1.0s
6	1.286760206868746E7	1.71%	37.79%	1.1s
7	1.2718004440228162E7	1.16%	37.26%	1.0s
8	1.2590878402883332E7	1.00%	36.77%	1.1s
9	1.2503145372594036E7	0.70%	36.32%	1.2s
10	1.2417716237048797E7	0.68%	36.04%	1.1s
11	1.2355249773526251E7	0.50%	35.73%	1.2s
12	1.229384513979114E7	0.50%	35.48%	1.1s
13	1.2245852443308277E7	0.39%	35.28%	1.2s
14	1.220484341114968E7	0.33%	35.12%	1.2s
15	1.2168318767092342E7	0.30%	34.94%	1.2s
16	1.213918311150662E7	0.24%	34.79%	1.2s
17	1.2099994610803016E7	0.32%	34.63%	1.2s
18	1.2051464057979733E7	0.40%	34.42%	1.2s
19	1.2011801320648327E7	0.33%	34.23%	1.2s
20	1.1991552861642215E7	0.17%	34.16%	1.4s
21	1.1962063342281902E7	0.25%	34.03%	1.3s
22	1.1919362773927236E7	0.36%	33.84%	1.3s
23	1.1877508108962577E7	0.35%	33.66%	1.3s
24	1.1853307535004217E7	0.20%	33.54%	1.3s
25	1.1829576687121483E7	0.20%	33.45%	1.3s
26	1.1811704819748677E7	0.15%	33.36%	1.3s
27	1.1777856768134845E7	0.29%	33.24%	1.3s
28	1.1757269522678172E7	0.17%	33.15%	1.3s
29	1.1713206119423714E7	0.37%	32.96%	1.3s
30	1.1680165552084424E7	0.28%	32.81%	1.4s
31	1.1663696120214058E7	0.14%	32.74%	1.3s
32	1.1633941276565917E7	0.26%	32.62%	1.3s
33	1.1622955909553666E7	0.09%	32.55%	1.3s
34	1.1614374067600856E7	0.07%	32.49%	1.4s
35	1.1604182826282533E7	0.09%	32.44%	1.3s
36	1.158928155030437E7	0.13%	32.37%	1.4s
37	1.1564275245516853E7	0.22%	32.26%	1.4s
38	1.1538654200843325E7	0.22%	32.13%	1.4s
39	1.1520396347593391E7	0.16%	32.07%	1.4s
40	1.1507611306908656E7	0.11%	32.01%	1.4s
41	1.149278950444901E7	0.13%	31.93%	1.4s
42	1.1483260796403589E7	0.08%	31.88%	1.4s
43	1.1472569657785533E7	0.09%	31.83%	1.4s
44	1.1463150813469734E7	0.08%	31.79%	1.4s
45	1.145377715857281E7	0.08%	31.73%	1.4s
46	1.1442678505617645E7	0.10%	31.68%	1.4s
47	1.1436842488528177E7	0.05%	31.65%	1.4s
48	1.143095652495865E7	0.05%	31.62%	1.4s
49	1.1426051733691618E7	0.04%	31.58%	1.5s
50	1.1420205163912252E7	0.05%	31.53%	1.5s
51	1.141498574893902E7	0.05%	31.50%	1.4s
52	1.1410445851194387E7	0.04%	31.46%	1.4s
53	1.1402290197225403E7	0.07%	31.42%	1.4s
54	1.139484667729806E7	0.07%	31.39%	1.5s
55	1.1389200106078224E7	0.05%	31.35%	1.4s
56	1.1384788912896171E7	0.04%	31.32%	1.4s
57	1.1381082919774342E7	0.03%	31.29%	1.4s
58	1.1377539369880194E7	0.03%	31.27%	1.5s
59	1.1372204133025263E7	0.05%	31.24%	1.4s
60	1.1368466941794708E7	0.03%	31.21%	1.4s
61	1.1363629729686E7	0.04%	31.18%	1.4s
62	1.1360237192349639E7	0.03%	31.15%	1.4s
63	1.1356324471382432E7	0.03%	31.13%	1.4s
64	1.1350867381209968E7	0.05%	31.10%	1.5s
