time	total error	% error	count	predicted
80	0.0	0.00	636.44	1506.98
81	394.15876902559165	50.54	779.82	1986.27
82	643.4165307367565	82.79	777.13	2348.95
83	1090.1570542910874	144.76	753.08	2622.09
84	997.8828772961547	114.91	868.41	2826.60
85	1193.3703420373797	149.90	796.14	2978.81
86	893.2351080976791	88.77	1006.22	3091.61
87	843.1077295806604	77.17	1092.50	3175.23
88	847.9347192096603	71.04	1193.55	3237.95
89	914.5577880600188	72.30	1264.97	3286.50
90	972.2512407219629	74.27	1309.00	3326.48
91	1066.6957178906414	76.14	1401.00	3362.65
92	902.6592848471433	64.34	1403.00	3399.15
93	1005.5520596938661	63.44	1585.00	3439.73
94	1220.9986615119335	68.32	1787.11	3487.86
95	1319.0941110408244	72.48	1820.05	3546.89
96	1492.8917248040275	75.80	1969.61	3620.17
97	1037.6772650128692	45.84	2263.67	3691.65
98	839.533259247921	32.36	2594.48	3760.69
99	880.7130903241377	29.80	2955.48	3827.63
100	890.4000008632612	25.91	3436.45	3893.44
101	1235.0697310002738	32.19	3837.06	3959.37
102	981.8951326483261	26.96	3642.56	4026.83
103	1713.9715229524788	55.24	3102.90	4097.24
104	1611.5254258013347	48.41	3328.57	4172.02
105	1466.5631163181806	39.85	3680.39	4252.51
106	1472.93095841216	35.52	4146.64	4339.98
107	1682.9263264676438	37.49	4489.26	4435.67
108	1842.662091238202	39.80	4629.67	4540.72
109	1761.8104766179947	38.68	4554.71	4656.25
110	1710.590382076222	38.81	4407.47	4783.34
111	1896.3456078553659	42.72	4438.90	4923.07
112	1778.6571713633755	41.35	4301.74	5076.50
113	1629.0942800015284	36.90	4415.38	5244.73
114	1310.9446207399076	27.13	4831.69	5428.89
115	1225.4222711214143	25.57	4793.13	5630.14
116	1161.1961116060418	23.76	4887.11	5849.72
117	918.1913114811789	18.57	4944.39	6088.96
118	1022.4575542634129	21.18	4826.53	6230.93
119	1125.5599920071638	23.69	4750.79	6296.51
120	1012.5568350505195	20.47	4947.41	6302.59
121	991.062308393461	18.01	5502.94	6262.79
122	1225.448486813231	22.01	5568.48	6188.12
123	1501.2886566359957	26.64	5636.12	6087.44
124	1788.6599839272203	31.48	5681.36	5967.87
125	1234.835221619372	21.81	5661.08	5835.12
126	922.6169451585936	17.42	5296.69	5693.77
127	882.9485087899731	16.63	5309.59	5547.46
128	974.6449477351293	17.46	5581.57	5399.10
129	998.8423647053854	18.91	5281.21	5250.99
130	950.6880815118278	18.66	5093.53	5104.97
131	891.1878571959503	18.95	4701.97	4962.45
132	958.3992139750272	23.11	4147.63	4824.58
133	1080.9436057334863	28.94	3734.49	4692.23
134	922.6169248812241	24.85	3712.59	4566.10
135	699.0209010096763	17.79	3928.95	4446.74
136	597.2944638760639	14.84	4025.68	4334.57
137	770.8630519848471	21.03	3664.90	4229.94
138	850.0100912774305	25.22	3370.43	4133.14
139	562.4702926339892	18.06	3114.72	4044.40
140	590.6290497825493	19.85	2975.57	3963.94
141	585.5172088566777	18.46	3171.66	3879.67
142	698.5613526585647	20.13	3470.73	3792.66
143	595.7739370036614	18.27	3260.65	3704.11
144	599.5595704236175	19.44	3083.87	3615.24
145	473.82074206430167	16.94	2797.85	3527.19
146	617.3096153898247	23.94	2578.98	3440.98
147	519.6991574084439	20.37	2550.98	3357.54
148	324.58590694081477	11.86	2736.15	3277.66
149	452.2379336686799	15.47	2922.81	3202.05
150	393.05543220521076	13.82	2843.92	3131.29
151	473.5590319392782	16.79	2819.96	3065.91
152	472.0584471292957	17.32	2725.49	3006.36
