time	total error	% error	count	predicted
80	0.0	0.00	636.44	1385.71
81	520.010717713165	66.68	779.82	1908.33
82	896.3121546431373	115.34	777.13	2303.50
83	1033.5728937667775	137.25	753.08	2602.48
84	982.2629766703284	113.11	868.41	2829.03
85	1188.175022343975	149.24	796.14	3001.36
86	841.7588236896422	83.66	1006.22	3133.55
87	822.2322298430186	75.26	1092.50	3236.57
88	787.463518149576	65.98	1193.55	3319.07
89	818.5205392726984	64.71	1264.97	3387.93
90	807.2682586649414	61.67	1309.00	3448.74
91	878.393821653823	62.70	1401.00	3506.11
92	868.1331734516665	61.88	1403.00	3563.96
93	1101.909174094033	69.52	1585.00	3625.67
94	1463.5847650758842	81.90	1787.11	3694.32
95	1499.5216372482464	82.39	1820.05	3772.77
96	1653.1495415726324	83.93	1969.61	3863.79
97	1020.1802617948666	45.07	2263.67	3944.35
98	789.1345596265285	30.42	2594.48	4016.16
99	763.9621288878601	25.85	2955.48	4081.34
100	794.2795470592257	23.11	3436.45	4142.11
101	1160.63567548248	30.25	3837.06	4200.68
102	912.3010814157301	25.05	3642.56	4259.16
103	1692.023225636492	54.53	3102.90	4319.49
104	1574.3565347496992	47.30	3328.57	4383.50
105	1385.7476777458633	37.65	3680.39	4452.84
106	1382.802383613623	33.35	4146.64	4529.04
107	1632.509119237591	36.36	4489.26	4613.52
108	1708.4216583253963	36.90	4629.67	4707.64
109	1598.7193278823668	35.10	4554.71	4812.69
110	1657.9466874612542	37.62	4407.47	4929.94
111	1910.4974869040552	43.04	4438.90	5060.65
112	1801.8975085778732	41.89	4301.74	5206.11
113	1624.8976168887102	36.80	4415.38	5367.67
114	1305.2180576114638	27.01	4831.69	5546.76
115	1235.6977989395427	25.78	4793.13	5744.89
116	1163.2017950826205	23.80	4887.11	5963.73
117	949.1564955885121	19.20	4944.39	6205.08
118	1099.9155868334926	22.79	4826.53	6346.75
119	1167.7823388184602	24.58	4750.79	6410.11
120	1048.0731081078002	21.18	4947.41	6412.48
121	1044.0310070638614	18.97	5502.94	6367.85
122	1359.4044095199397	24.41	5568.48	6287.53
123	1645.589519658672	29.20	5636.12	6180.64
124	1932.3659578174297	34.01	5681.36	6054.50
125	1365.707937398526	24.12	5661.08	5914.99
126	964.7102420620769	18.21	5296.69	5766.84
127	952.1929705743336	17.93	5309.59	5613.79
128	1076.1533900783288	19.28	5581.57	5458.85
129	1073.2038727744014	20.32	5281.21	5304.39
130	1001.7544117980182	19.67	5093.53	5152.28
131	920.2092154685002	19.57	4701.97	5004.01
132	944.4421533307135	22.77	4147.63	4860.73
133	1055.0675179086693	28.25	3734.49	4723.35
134	951.7391860313545	25.64	3712.59	4592.58
135	750.0695716215487	19.09	3928.95	4468.97
136	542.9363971654187	13.49	4025.68	4352.96
137	723.5247739499458	19.74	3664.90	4244.89
138	892.1521519505094	26.47	3370.43	4145.04
139	627.4523187364559	20.14	3114.72	4053.66
140	655.4177238280828	22.03	2975.57	3970.94
141	544.8696810608884	17.18	3171.66	3882.43
142	591.9561618178697	17.06	3470.73	3789.69
143	541.2364243885461	16.60	3260.65	3694.39
144	560.5703283384775	18.18	3083.87	3598.14
145	505.9833367039945	18.08	2797.85	3502.42
146	622.2433021112081	24.13	2578.98	3408.54
147	523.5107803410126	20.52	2550.98	3317.67
148	261.7237898853527	9.57	2736.15	3230.79
149	480.4876932369944	16.44	2922.81	3148.78
150	421.27191420004516	14.81	2843.92	3072.38
151	439.743492720752	15.59	2819.96	3002.22
152	456.31267443959564	16.74	2725.49	2938.88
