time	total error	% error	count	predicted	reported*lambda	long time	total error	% error	count R	predicted R	 reported R*lambda	trips
05/17/2020	1167.83837958309	23.896311316999892	4887.107319999999	5591.61725747215	6052.116256803381	1589695200000	7674.5669424836005	70.42882629683442	10896.9116	18558.48698484985	15683.546958790852	1881903.125367189
05/18/2020	1235.7799303300471	24.99359167958289	4944.387129999999	5894.867850000778	6257.798173076415	1589781600000	7598.610612296496	66.10382376581735	11494.963799999992	19357.28945020302	16333.78485909255	1887693.5965220935
05/19/2020	1129.4167245809808	23.400201293054764	4826.5256800000025	6050.08162076741	6477.392990894843	1589868000000	8039.628715532849	65.42705466538699	12287.927000000001	20199.413428774566	18373.693137238675	1847160.2984373057
05/20/2020	761.3404271146571	16.025540253674567	4750.7941390000005	6099.7093527473335	6260.615915320572	1589954400000	8249.388922797456	63.43713478158754	13004.037699999999	21063.710803169884	19462.333062877326	1398398.7839266858
05/21/2020	981.7765533941263	19.844264684479548	4947.407066999999	6074.64741255319	6476.920530749486	1590040800000	8491.391221355287	63.85950399263535	13296.989000000007	21935.09785356237	19820.290758135623	1531579.620491138
05/22/2020	1464.5644596767395	26.61420795893705	5502.942120000001	5993.793945503194	7139.196156739519	1590127200000	8856.070241528463	65.41601226449251	13538.0772	22802.904626784264	20154.785489183956	1493941.5579838199
05/23/2020	1608.7265616948662	28.889878058512753	5568.4782000000005	5876.710027230195	7176.740343807908	1590213600000	9006.660682190282	62.82098135907933	14337.026399999999	23659.160904713284	21264.346628757423	1821103.1782398857
05/24/2020	1824.41126309374	32.37001399969161	5636.1151500000005	5736.116644644726	7164.292207797679	1590300000000	9100.224991623285	60.73317783370222	14983.943399999998	24498.690908603316	22118.81859684629	1881903.125367189
05/25/2020	2150.7073844594875	37.85547960653986	5681.363455999998	5584.69575619748	7149.0889271403785	1590386400000	9301.24251114671	59.25496850816366	15696.983300000002	25318.136143552565	23130.903916865715	1887693.5965220935
05/26/2020	1756.89666399145	31.03464520822843	5661.081840000001	5429.076130108805	6416.26327579142	1590472800000	10826.205594392017	65.92488108044714	16422.03279999999	26115.949823009345	23724.38600558945	1847160.2984373057
05/27/2020	1382.5152582927526	26.101500095517263	5296.688900000001	5273.536206855234	6020.364724494942	1590559200000	10665.18217667551	61.8413697947504	17246.031600000002	26891.532127310613	24668.018213772324	1398398.7839266858
05/28/2020	1305.796311697974	24.59318735853204	5309.5855070000025	5120.761158049578	6067.1454208644045	1590645600000	10620.377079014836	60.267647512668205	17622.0203	27644.894442575638	25034.198416706062	1531579.620491138
05/29/2020	1569.2082856479647	28.11409877843445	5581.570649	4969.438782680973	6449.489887409446	1590732000000	10642.693276389711	59.370008962712646	17926.042899999997	28376.431750868443	25294.04825974957	1493941.5579838199
05/30/2020	1433.071304471251	27.13528381013416	5281.209934999998	4823.400111082663	6058.017732671113	1590818400000	10572.319790344727	55.9680110582961	18889.933000000005	29086.35157696573	26487.06533790937	1821103.1782398857
05/31/2020	1495.919470326498	29.368997243428474	5093.532672999998	4684.015119407632	5775.911943298075	1590904800000	10555.299075738547	53.48506308765009	19735.0409	29775.408735691813	27533.361723036614	1881903.125367189
06/01/2020	1343.758181081821	28.578647836704455	4701.965568000002	4554.845030709938	5241.338439596324	1590991200000	10598.429084128042	51.722286732376	20491.029600000005	30444.553752750042	28492.50133942638	1887693.5965220935
06/02/2020	1681.6940258370755	40.54591541959141	4147.6287029999985	4436.401836515132	5424.162433788407	1591077600000	10060.551607634474	46.895980976240864	21452.907900000002	31095.24589999432	30724.397115813223	1847160.2984373057
06/03/2020	1279.1345318340007	34.2519617638035	3734.485459999998	4328.656563976653	4873.371337860489	1591164000000	10351.419131361385	46.512825929885054	22254.97789999999	31729.017590925057	31816.34711248354	1398398.7839266858
06/04/2020	1191.4595118149882	32.092398602142495	3712.5910300000014	4231.315644937402	4852.266613446897	1591250400000	10307.362221900848	45.59731853261461	22605.1938	32347.39710006457	32260.58448775835	1531579.620491138
06/05/2020	1371.636803393379	34.9110031256492	3928.95271	4141.772192322827	5167.298855821683	1591336800000	10376.04999333533	45.08958351611743	23012.07769999999	32951.870763627056	32753.869838297313	1493941.5579838199
06/06/2020	1511.5451734412432	37.54753259289237	4025.6844300000002	4061.8474569163564	5315.405042323099	1591423200000	10448.42170483671	44.60738868104724	23423.074100000005	33543.55250538745	33275.53147563338	1821103.1782398857
06/07/2020	1164.9791565565797	31.78748448617705	3664.8988600000002	3991.914483277755	4854.8132599266955	1591509600000	10683.339362018174	44.186188546036355	24178.006100000006	34123.816427804086	34285.029638519816	1881903.125367189
06/08/2020	1088.3029193513246	32.28970531411695	3370.4331110000007	3934.3717411257358	4469.722675737182	1591596000000	10858.33525383288	43.68841723740143	24854.036700000008	34694.089925415195	35214.561704438216	1887693.5965220935
06/09/2020	1243.9829521146178	39.93888932660159	3114.7159399999987	3889.5533518488396	4773.960725446951	1591682400000	15975.160779504376	62.80018739585597	25438.078199999985	35256.143031290296	39952.54117750522	1847160.2984373057
06/10/2020	1001.7388146603975	33.66546141211636	2975.56835	3857.5921540393765	4540.069132687866	1591768800000	16229.802584681638	62.63670162201828	25911.01090000001	35811.79351012583	40701.321282951794	1398398.7839266858
06/11/2020	1208.0576572084638	38.08912863322249	3171.6599999999985	3805.1925004979475	4793.908652121217	1591855200000	16210.38526945257	62.06375888309057	26118.922800000004	36362.87810356005	41051.54469043773	1531579.620491138
06/12/2020	1528.5162222407887	44.04020368482587	3470.7292300000004	3736.435034554259	5239.774359798244	1591941600000	16220.338408885184	61.66947210229261	26302.054899999996	36906.47703220261	41304.04670824571	1493941.5579838199
06/13/2020	1338.6355732723232	41.054202100347915	3260.654220000001	3657.9517467945516	4906.990634065227	1592028000000	16590.016561130833	61.666022697091215	26903.0105	37440.25346571037	42243.499610189785	1821103.1782398857
06/14/2020	1206.065280244496	39.10878460161843	3083.87308	3574.012437854724	4634.504644583771	1592114400000	16835.149203812613	61.46904443185455	27388.0119	37962.81800096673	43006.27907509863	1881903.125367189
06/15/2020	920.1169515196556	32.88660362270865	2797.8472999999985	3489.7766550204087	4184.872589769571	1592200800000	17197.57806194059	61.61154433468898	27912.91509999999	38473.39120637455	43834.51521499432	1887693.5965220935
06/16/2020	930.355554040801	36.07460126552215	2578.9766799999998	3407.8399197439676	4011.3255769671036	1592287200000	20101.90195960951	70.98375184733894	28319.0187	38971.93072852031	46985.84346181391	1847160.2984373057
06/17/2020	759.1284127057204	29.75825137203475	2550.9846100000004	3330.046594842891	3926.7443105201287	1592373600000	20234.792297488802	70.43329986619798	28729.013600000002	39458.76500276945	47673.95106053846	1398398.7839266858
06/18/2020	1037.8455031734463	37.93085724161591	2736.1509300000007	3257.7755135288303	4254.815830682643	1592460000000	20197.35288667911	69.86547333809173	28908.918699999995	39934.485944889864	47929.75312966595	1531579.620491138
06/19/2020	1380.2551582724363	47.22360761993201	2922.8075274999997	3190.414523194783	4536.463015418841	1592546400000	20183.29736849388	69.42768094199135	29070.965779999988	40399.88244682255	48217.53398943524	1493941.5579838199
06/20/2020	1264.2151776422454	44.45331499222708	2843.9165399999997	3130.6600322460504	4362.076287467118	1592632800000	20521.122782426177	69.3798429938448	29577.931999999993	40855.655950136075	49051.64655636571	1821103.1782398857
06/21/2020	1252.300826322776	44.40851684799883	2819.956429999999	3080.0531424386745	4275.620103785329	1592719200000	20926.905458254678	69.65426553939838	30043.968300000008	41302.8930975998	49810.30092700056	1881903.125367189
06/22/2020	1130.2471113864972	41.46954787413133	2725.4869400000002	3041.964036967719	4104.519553792553	1592805600000	21191.16142435898	69.5933865340052	30449.9644	41742.90068937679	50479.79084925388	1887693.5965220935
