scenario
T = 153
lambda_periods = 12
r_periods = 7
Iteration	Objective	Obj. change	Error	CPU time (s)
1	1.2069607196701393E11	16.69%	15724.84%	0.0
2	1.1287217033364362E11	6.48%	15970.65%	0.0
3	3.2374308306643397E8	99.71%	842.14%	0.0
4	1.0977649479106386E8	66.09%	455.55%	0.0
5	7.038955628486642E7	35.88%	320.40%	0.0
6	5.97592868624092E7	15.10%	287.50%	0.0
7	5.913105377053274E7	1.05%	285.04%	0.0
8	5.913105377053247E7	0.00%	285.04%	0.0
