scenario
T = 153
lambda_periods = 12
r_periods = 7
Iteration	Objective	Obj. change	Error	CPU time (s)
1	1.198910920094825E11	17.52%	15754.11%	0.0
2	1.1324068171244359E11	5.55%	15981.82%	0.0
3	3.284488992886274E8	99.71%	839.65%	0.0
4	1.192326524075523E8	63.70%	461.81%	0.0
5	8.033435873120661E7	32.62%	332.68%	0.0
6	6.9447220568441E7	13.55%	300.36%	0.0
7	6.818618843146202E7	1.82%	295.44%	0.0
8	6.818618843146196E7	0.00%	295.44%	0.0
