scenario
T = 153
lambda_periods = 12
r_periods = 7
Iteration	Objective	Obj. change	Error	CPU time (s)
1	1.2007336156774709E11	17.30%	15786.50%	0.0
2	1.1351277175730916E11	5.46%	16014.90%	0.0
3	3.3331362972065645E8	99.71%	822.99%	0.0
4	1.3196040930252087E8	60.41%	461.05%	0.0
5	9.265799099307427E7	29.78%	343.19%	0.0
6	8.07409693440001E7	12.86%	310.94%	0.0
7	7.810214687038282E7	3.27%	301.24%	0.0
8	7.810214687038276E7	0.00%	301.24%	0.0
