27001	29.056459818989882
27003	259425.67382541293
27005	34032.764215305746
27007	9384.944602518619
27009	40755.7194780609
27011	23.07843627723552
27013	4325.198252576208
27015	10.655988178101282
27017	16452.480002359924
27019	1455.8840472182621
27021	6.000675264921359
27023	98.44541814539284
27025	226.59539524706165
27027	59800.27080294141
27029	8416.843598549543
27031	42.81708643790696
27033	10628.371373332682
27035	21328.757575219486
27037	50781.10342943175
27039	229.68296678843697
27041	37727.29648648697
27043	245.00776109542772
27045	70.7685318326051
27047	17178.234214818647
27049	841.0581736390693
27051	5943.088494740566
27053	957597.2406214045
27055	729.6345735193553
27057	19110.204768626627
27059	28535.883772815032
27061	44941.4376968146
27063	9161.382947190385
27065	13293.890327644502
27067	43163.47422093919
27069	4288.322992016518
27071	11218.250372232504
27073	4057.613666386059
27075	8693.15790437339
27077	113.01632305345584
27079	3804.124546328194
27081	4587.41935948578
27083	5134.453298011646
27085	10381.73680679413
27087	5517.083632668348
27089	8158.720144019801
27091	17157.94502768559
27093	23205.364423534353
27095	1541.3052036132678
27097	33348.88668483918
27099	13659.571356414026
27101	2811.5519627424924
27103	149.29905188296632
27105	21589.290471480315
27107	6003.345533820621
27109	20161.51924453137
27111	41553.68772321204
27113	110.96201603071452
27115	11711.268795184307
27117	70.8324963008304
27119	31230.635242964123
27121	11201.01221947322
27123	252386.25804874627
27125	3952.8887102594003
27127	31.539351987366786
27129	32.38163354697363
27131	15811.356273513706
27133	69.57914436371453
27135	53.19586417749293
27137	50268.80671295423
27139	5933.845065106904
27141	84966.9126654713
27143	262.03113231524844
27145	160542.86059054497
27147	570.6715760789571
27149	9671.095876369573
27151	9260.261188901417
27153	1312.525326838732
27155	243.176649720147
27157	219.36086033556433
27159	20.576797922754253
27161	115.98344415522516
27163	7370.430830523009
27165	591.2502369961879
27167	41.42634187149739
27169	649.9691478448824
27171	5019.710098036704
27173	88.89356047791516
