0.15	0.08059999999999999	0.27759827424754324	1.0	true	60	0.0	289
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.109642113266994	4.1074368084354855	10.0	10.0	10.0	6.727510396451254	4.497228063800687	2.3403027045902856	1.9871403352867254	6.431356357552619	2.0	0.0	0.0	0.011414580979077627	0.0	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0082089167755757	2.5850268148717377	2.139668306873621	2.843255719859972	3.4236507381262937	2.76468998459988	2.187925774449668	1.9448214759296123	1.7270131455819042	1.539802166998972	1.4081273144135658	1.860109201464833	1.9000640841794767	1.8947522553528509	2.0	0.0	0.0	0.02399254009061313	0.48482259372324027	0.33544575840625945	0.0	0.002178491418881408	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.415968206431459	3.622647200137215	6.357719910944885	2.4392135127896495	1.073653102167533	1.1148012875431763	3.47161959116376	5.266455607125492	2.4548276466814576	1.8772977115281915	2.40381105125218	2.0	0.0	0.0	0.2986299263847144	0.0	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	4.216027973590036	3.066501458340258	5.756032514676728	2.0	10.0	6.510476761794685	6.321398992265069	3.2096888362629015	2.8773122573068517	3.7986441088651426	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.00867881747878	2.259477315947038	2.6094114443946683	2.0	10.0	10.0	8.819054312316029	3.5305129722672492	4.1453422913886655	3.8318047538875972	3.5935770046992777	7.219618015232048	5.563053562966137	3.1775823294336867	2.0	0.0	0.0	0.0	2.3271845061153194	1.1527714095540795	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.402773226170664	2.3720783429340453	2.0	4.483521958985747	3.2958979340712293	4.281767735223873	8.50558055679037	10.0	7.878213602545519	2.711463668908074	1.0	1.0	1.027302614458393	2.0	0.0	0.0	0.03990387828248659	0.36294676513115415	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.237162247151223	4.373940025353177	3.3057462939101874	1.5422050169851325	1.5441292599830154	2.5114813897514363	2.3748230910343624	3.783598945543614	4.201551940841313	2.3184893425065294	1.8303367777175084	2.197122432828276	4.051411857764116	1.5959983746025808	2.0	0.0	0.0	2.0334018317039058	0.029001975113824834	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.945294218161263	1.0	1.4590689934619459	10.0	10.0	2.0	2.0	2.0	10.0	9.012058991260174	10.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	3.753521861473011	2.0	2.0	3.1632701107954215	2.4814490907132	3.6072428476058542	2.6679568716716475	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9166932380026602	1.8158271624272828	1.9443145857662427	3.335895664204434	9.090902044826779	10.0	7.5730811008475	1.8357455830654659	1.6772980863246465	2.854107938190486	2.1646388663424285	1.8023459627009537	1.890075953385271	2.300213853913001	2.0	0.0	0.0	0.3864190453811059	0.6527899259025864	0.0011589534887852383	0.0	0.0	0.0
