county_ID	48001	48003	48005	48007	48009	48011	48013	48015	48017	48019	48021	48023	48025	48027	48029	48031	48033	48035	48037	48039	48041	48043	48045	48047	48049	48051	48053	48055	48057	48059	48061	48063	48065	48067	48069	48071	48073	48075	48077	48079	48081	48083	48085	48087	48089	48091	48093	48095	48097	48099	48101	48103	48105	48107	48109	48111	48113	48115	48117	48119	48121	48123	48125	48127	48129	48131	48133	48135	48137	48139	48141	48143	48145	48147	48149	48151	48153	48155	48157	48159	48161	48163	48165	48167	48169	48171	48173	48175	48177	48179	48181	48183	48185	48187	48189	48191	48193	48195	48197	48199	48201	48203	48205	48207	48209	48211	48213	48215	48217	48219	48221	48223	48225	48227	48229	48231	48233	48235	48237	48239	48241	48243	48245	48247	48249	48251	48253	48255	48257	48259	48261	48263	48265	48267	48269	48271	48273	48275	48277	48279	48281	48283	48285	48287	48289	48291	48293	48295	48297	48299	48301	48303	48305	48307	48309	48311	48313	48315	48317	48319	48321	48323	48325	48327	48329	48331	48333	48335	48337	48339	48341	48343	48345	48347	48349	48351	48353	48355	48357	48359	48361	48363	48365	48367	48369	48371	48373	48375	48377	48379	48381	48383	48385	48387	48389	48391	48393	48395	48397	48399	48401	48403	48405	48407	48409	48411	48413	48415	48417	48419	48421	48423	48425	48427	48429	48431	48433	48435	48437	48439	48441	48443	48445	48447	48449	48451	48453	48455	48457	48459	48461	48463	48465	48467	48469	48471	48473	48475	48477	48479	48481	48483	48485	48487	48489	48491	48493	48495	48497	48499	48501	48503	48505	48507
48001	904.171997	0.000005	10.846165	0.000362	0.001191	0	0.000572	0.08251	0	0.000291	0.025623	0.000004	0.001464	0.227431	0.004965	0.006226	0.000098	0.350019	0.08959	0.086016	0.714324	0.000005	0.000001	0.00004	0.009262	0.130948	0.011265	0.005857	0.0051	0.001622	0	0.949676	0	0.214651	0	0.080759	16.211918	0.00019	0.0017	0	0.000052	0.002505	0.966473	0.000049	0.00989	0.006317	0.017308	0.000937	0.044283	0.062404	0.000229	0.000001	0.000049	0.000013	0	0.000001	0.143275	0.000011	0	0.129674	0.118711	0.006889	0.000071	0.000143	0.000005	0.000034	0.00944	0.000002	0.000247	3.145991	0	0.049657	0.566298	0.083923	0.023253	0.000098	0.000006	0	0.186267	0.936759	8.839499	0.000809	0	0.171904	0.000023	0.001733	0.000042	0.001176	0.003499	0	0.114189	0.464562	0.678151	0.003057	0	0.000001	0.031786	0.000001	0	0.320875	0.224479	0.911117	0	0.000002	0.030961	0.000033	7.608208	0.000004	1.007304	0	0.09479	0.631084	17.537069	0.000034	0	0.183884	0	0.000432	0.007499	0.003557	1.97296	0	0.080201	0.000007	0.00003	0.405163	0.000229	0.000751	2.801061	0.006258	0.000003	0.00013	0.002527	0.001323	0.000275	0.000179	0.000068	0	0.175809	0	0.052826	0.000364	0.005562	0.07527	33.329449	0.277212	0.803859	0.000006	0.000106	0.008651	0.000002	0.00001	0.000028	0.002706	0.319205	0.000123	1.76928	0.384171	0.000039	0.001705	0.007225	0.000057	0.000336	0.000852	0.000024	0.189601	0.034007	0.000059	0.013117	0.689167	0	0.452233	0.000091	3.55434	5.650491	0.022975	0.000041	0	0.000004	0	0.054845	0.000464	2.510461	0.04485	0	0.000033	2.570877	0	0.000001	2.113644	0	0.000207	0.000498	0.123896	0	0.00058	0	0.431129	6.178042	0.000211	5.95325	1.076167	1.018302	0.650856	0.000087	0.014117	0.000098	0.000011	0.00252	2.878972	0	7.161626	0.110761	0.000006	0.005215	0.000091	0.000038	0.000368	0	0.483606	0.00125	0.000028	0.000001	0.000026	0.417154	0.000999	0.022109	1.734165	1.579297	0.806154	0.000004	0.000442	0.000019	6.394094	0.00019	5.192264	0.367611	0	0.091454	0	0.007325	0.000041	0.000035	0.000001	0	0.05646	0.002077	0	0.037007	3.90714	0	0.008874	0.000028	0.000099
48003	0.000005	771.919617	0	0.000002	0.001652	0.014318	0	0.000001	0.424299	0.000021	0	0.005448	0.00003	0	0	0	1.831321	0.000005	0	0	0.000056	0.307157	0.037433	0.000002	0.011748	0.00002	0	0	0.000007	0.036017	0	0	0.003639	0	0.097021	0	0	0.017331	0.001174	0.821002	0.285151	0.03835	0	0.002825	0	0.000006	0.005905	0.079241	0	0.000003	0.014904	4.724779	0.164016	0.278791	0.194488	0.004191	0	3.225552	0.040489	0.000012	0	0	0.116989	0.000412	0.008985	0.000003	0.009706	39.443497	0.007187	0	0.000581	0.007718	0	0	0	0.216175	0.082603	0.005397	0	0.000002	0	0	19.99383	0	0.659284	0.001141	2.910783	0.000013	0	0.004741	0	0	0	0	0.129459	0.007628	0.000016	0.000818	0.0047	0	0	0	0.00635	0.011533	0	0.002113	0	0.000003	0	2.645434	0.007661	0.000011	0	2.230032	0.118495	0	0.002622	0.253371	0.002682	0.000004	0.000001	0.124949	0	0.000001	0.000002	0	0.039369	0	0	0.00002	0	0.1264	0.009105	0.016371	0.026298	0.002826	0.000003	0.01308	0.000001	0.386676	0.000002	0	0	0	0	0	0	0.000291	0.000018	0.000005	2.939441	1.990624	4.479146	0.013979	0	0	0.000012	0	11.234774	0.006087	0.000003	0.001144	0.000001	0.013488	27.787531	0	0.004513	0.980887	0.000703	0	0.01902	0	0.075204	0	0	0	0.17079	0.000004	0.001077	0.007937	0	0.002545	0	0.006242	0.063695	2.375383	0.000002	0.01496	0.084276	0	0.050733	0.903688	0.002372	0	9.173616	0.000006	0.001738	0	0	0.056069	0	0.000001	0	0	0.000004	0.004611	0.039443	1.273791	0.036357	0	0.002131	0	0.000002	0.000001	0.019116	0.45856	0.040888	0.046642	0.06902	0	0.261646	0.262914	8.177284	0.008433	0	0.304066	0	0.000002	0.000002	0	3.443942	0.002212	0.003965	0	0.000001	0	0	2.181859	0	0.000137	0.000004	0.001814	0.001268	0.003084	0	0	0	10.182794	0	0.000015	5.568803	0.00828	0.000008	0.000343
48005	10.846165	0	858.080383	0.000529	0.000004	0	0.000453	0.089998	0	0.00014	0.020563	0	0.001408	0.084872	0.003553	0.002798	0.000005	0.074801	0.047524	0.228791	0.548438	0.000002	0	0.00004	0.002747	0.116127	0.004295	0.004704	0.007596	0.000202	0	0.404327	0	0.170172	0	0.375354	159.591003	0.000047	0.000007	0	0	0.000245	0.22944	0.000002	0.01082	0.004087	0.00445	0.000021	0.003472	0.017556	0.000051	0	0.000018	0	0	0	0.02692	0	0	0.037986	0.016943	0.006482	0.000008	0.0001	0	0.000034	0.001993	0	0.000105	0.481268	0	0.005791	0.142748	0.020869	0.019734	0	0	0	0.407331	0.281143	1.224549	0.000568	0	0.688076	0.000001	0.000703	0.000004	0.00113	0.002987	0	0.018788	0.315569	0.747752	0.002275	0	0	0.009124	0	0	2.226042	0.38721	0.886145	0	0	0.013646	0.000008	1.001709	0.000003	0.166903	0	0.00507	0.182178	6.491418	0.000006	0	0.050913	0	0.000139	0.000038	0.00534	19.39724	0	0.38658	0.000006	0.000031	0.064991	0.000002	0.000633	0.499803	0.002874	0.000015	0.000022	0.001123	0.000525	0.000052	0.000127	0.000084	0	0.052541	0	0.015045	0.000257	0.005183	0.061396	5.820764	1.299642	0.299915	0.000001	0.000304	0.003375	0.000001	0	0	0.000536	0.08282	0	1.832569	0.284387	0.000004	0.000661	0.010866	0.00004	0.000233	0.000284	0	0.079856	0.009963	0	0.000177	1.104109	0	0.249851	0.000001	22.411898	0.674537	0.157727	0	0	0.000001	0	0.363673	0.000001	2.780375	0.001668	0	0.000011	26.273514	0	0	0.520953	0	0.000067	0.000238	0.040807	0	0.000701	0	0.285694	1.172391	0.000001	3.409818	8.944011	5.303129	2.15487	0.000102	0.004134	0.000034	0	0.000066	8.505177	0	1.442931	0.017664	0.000001	0.000506	0.000029	0	0.000148	0	0.072113	0.000026	0.00001	0	0	0.172634	0.000317	0.016222	2.078384	12.861856	0.324858	0	0.000315	0.000013	0.982907	0.000227	8.747406	0.399584	0	0.09927	0	0.010125	0.00001	0	0	0	0.024096	0.001597	0	0.003191	1.020208	0	0.000047	0.000025	0.000069
48007	0.000362	0.000002	0.000529	129.298386	0.000001	0	0.192082	0.05949	0	0.00314	0.068615	0	9.222494	0.004558	0.267987	0.007371	0.000002	0.000094	0	0.409029	0.0171	0.000007	0	0.313108	0.000243	0.018213	0.001108	0.068765	30.103535	0.000021	0.011633	0	0	0	0	0.003366	0.000309	0	0.000002	0	0.00002	0.000087	0	0	0.151425	0.071754	0.000235	0.000117	0	0.000191	0.000001	0.000001	0.000059	0	0	0	0	0	0	0.000003	0	0.391336	0.000001	0.020003	0	0.234788	0.000059	0	0.000743	0.000265	0	0.00005	0.001042	0	0.117596	0.000004	0	0	1.153015	0	0.000669	0.06208	0	0.397455	0	0.002849	0.000004	2.794541	0.24789	0	0	0	0.000134	0.116074	0	0	0.00004	0	0	0.00176	0.001226	0	0	0.000001	0.032558	0	0.000079	0.045353	0.000555	0	0	0	0.000351	0.000001	0	0	0	0.000068	0.000006	2.976547	0.000565	0	0.001087	0.022431	0.318897	0.000354	0.000002	0.301222	0	0.022427	0.098139	0.000001	0.009405	0.001926	0.000001	0.005034	0.969961	0	0.000002	0	0.001206	0.063488	0.243451	0.028245	0.00334	0	0.000977	0	1.040907	0.000032	0	0	0.000001	0.000205	0.001351	0.114063	0.002498	0	0.000002	0.000682	1.896058	0.002758	0.009876	0.000336	0.000003	0.013545	0.000837	0.00001	0.000003	0.000001	0	0	0.000001	0.000148	0.000328	0.000145	0.000006	2.341845	0	0	0.000945	0.000005	0	0	0	0.000029	0.000839	0	0.000001	0	0	0.000053	0.004882	0	0.000002	7.906158	0	0.005836	0	0.000028	0	0.00013	0.000061	0.000001	1.793913	0.000732	0.0001	0.000008	0.000012	0	0	0	0	0.028652	0.000019	0.00001	0.000002	0.000514	0	0	0.000021	0.000067	0	0.000004	0	0.000141	0.027321	0.00044	0.000927	0	0.000011	0.009505	0.00057	0	1.283893	0.000002	0.029245	0	0.040397	0.488102	0.46663	0	0	0	0.014936	0.011896	0.150311	0	0	0	0	0.000015	0.083658	0.009194
48009	0.001191	0.001652	0.000004	0.000001	90.006157	0.000126	0	0.000227	0.00049	0.000089	0.000105	1.657864	0.000025	0.009434	0.000026	0.001498	0.012586	0.06348	0.00175	0.000022	0.001771	0.000066	0.004421	0.000001	0.055379	0.000466	0.002662	0.000225	0.000029	0.08305	0	0.002504	0.000046	0.00022	0.000001	0.000006	0.000015	0.135396	19.256731	0.000415	0.01588	0.035131	0.412984	0.029332	0.000039	0.001244	0.083555	0.016799	1.171005	0.027358	0.187931	0.000179	0.000389	0.014173	0.000013	0.000361	0.219747	0.002243	0	0.005754	0.519198	0.000019	0.041135	0.000035	0.013964	0.000001	0.236273	0.000324	0.000417	0.07704	0	0.858853	0.005974	0.06054	0.00013	0.102449	0.011124	0.556213	0.000163	0.006571	0.001852	0	0.000864	0.000001	0.008721	0.002018	0.003214	0.000017	0.000008	0.001162	0.430829	0.000114	0.000522	0.00003	0.000641	0.00288	0.026958	0.000322	0.272719	0.000053	0.000079	0.000032	0	0.432305	0.000416	0.012686	0.001798	0	0.060186	0.005535	0.970498	0.010109	0.000901	0.005287	0.000013	0.016287	0.000011	0.00526	7.611971	0.000014	0.000211	0.000014	0.000004	0	0.000001	0.445083	0.183917	0	0.234849	0.001347	0	0.053618	0.002772	0.002558	0.239215	0.000139	0.000001	1.092056	0.028667	0.001039	0.026885	0	0.000013	0.00009	0.009335	0.00005	0.002957	0.001937	0.000012	0.004327	0.000094	0.021536	0.012784	0.013072	0.022958	0	0.000693	0.000075	0.003835	0.004155	0.000024	0.00003	0.000006	0.003613	0.002489	0.000397	0.044988	0.032634	5.10588	0.000235	0.000001	0.000638	0.07418	0	0.043796	0.000004	0.013876	0	0.001451	0	0.000012	1.297646	0.000043	1.42809	0	0.000307	0.000213	0.000011	0.00001	0.017896	0.00001	0.002328	0.000591	0.004461	0.000335	0.000008	0.000073	0.001131	0.492562	0.008894	0.001388	0.00013	0	0.000212	0	0.017144	0.000896	0.114164	0.90582	0.000001	0	0.010675	0.235485	0	1.999309	0.002869	0.211967	0.001165	0.000346	3.487785	0.15409	0.000185	0.000797	2.529757	0.004828	0.015082	0.000109	0.000179	0.00017	0.000953	0.000456	0.000286	0.000061	0.021448	0.000002	0.000838	0.000481	0.000067	0.000337	0.00002	0.000027	0.018925	3.42656	1.388246	0	0.000257	0.000009	0.000113	0.876553	0.013817	0.000584	19.130175	0.000001	0.00003
48011	0	0.014318	0	0	0.000126	44.407764	0	0	0.057432	0.000004	0	0.005879	0	0	0.000003	0	0.070997	0	0.000002	0	0.000001	0.000134	9.36138	0	0.000008	0	0	0	0	0.000763	0	0	1.767835	0	0.703116	0	0	0.840531	0.000246	0.01338	0.002415	0.000435	0	0.395796	0	0.000008	0.000003	0.000402	0.000554	0	0.161774	0.000413	0.000216	0.208765	0.000032	0.328282	0	0.025333	0.229576	0.000007	0	0	0.092066	0.000001	3.890377	0	0.000112	0.001131	0.000035	0	0	0.000055	0	0	0	0.013387	0.474442	0.047815	0	0.000001	0	0.000001	0.022963	0	0.059729	0.000018	0.004396	0	0	1.988278	0	0	0	0.000001	1.40019	0.344383	0	0.335479	0.174853	0	0	0	0.467656	0.002913	0	1.202849	0	0	0	0.227297	0	0.000007	0	0.007849	0.000031	0	1.241598	0.001167	0.000009	0	0	0.000032	0	0	0	0	0.002967	0	0	0.000012	0	0.05276	0.000076	0.000099	0.051463	0.000007	0	0.016478	0.000007	0.118196	0	0	0	0	0	0	0	0.117198	0	0.000012	0.000409	0.597762	0.219396	0.00001	0	0	0	0	0.00854	0.000045	0	0.000002	0.000002	0.000095	0.005963	0	0.00009	0.009614	0.00002	0	2.543452	0	0.895695	0	0	0	0.002504	0	0.402723	0.291843	0	0.000001	0	0.000061	0.166316	0.000602	0	3.060707	0.000023	0	7.134225	0.001884	0.000016	0.000004	0.000845	0	1.020598	0	0	0.000516	0	0	0	0	0	0.000049	0.000082	0.066341	0.003061	0	0.430149	0	0	0	0.001386	0.001362	0.014645	0.000117	2.160214	0	0.004562	0.000166	0.019753	0.000596	0.000001	0.001382	0	0	0	0	0.00099	0.000008	0.000006	0	0	0	0	0.000174	0	0	0	0.566067	0.006772	0.024014	0	0	0	0.000514	0	0.000003	0.016013	0.000046	0	0.000001
48013	0.000572	0	0.000453	0.192082	0	0	294.486542	0.043582	0	0.276281	0.393473	0	6.053261	0.099406	18.05669	0.448671	0	0.007076	0.000001	0.013816	0.024862	0.000574	0	0.533039	0.009598	0.019026	0.032393	0.409073	0.848576	0.000939	0.000185	0.000009	0	0.000002	0	0.000819	0.000293	0.000009	0	0	0.00093	0.00417	0	0.000002	0.071555	5.41928	0.004117	0.00577	0	0.013685	0.000025	0	0.003053	0	0.000011	0	0	0	0	0.000008	0	0.489461	0	2.213094	0.000001	1.03075	0.000999	0	0.085821	0	0	0.000822	0.002936	0	0.272509	0.000194	0	0	0.002891	0.000014	0	13.278095	0	0.000005	0	0.171891	0	2.170187	1.813059	0.000001	0	0.000005	0.000161	3.133927	0	0	0.007607	0	0	0.000457	0.000013	0.000007	0	0.000001	0.55777	0.000001	0	0.01674	0	0	0	0.000013	0.000435	0	0.000013	0	0	0.003452	0	0.141633	0.000202	0.00003	0.000268	0.14629	0.528491	0	0.000092	10.132683	0	1.548457	0.064647	0	0.582235	0.106941	0	0.731913	0.540662	0	0.000006	0	0.027301	7.137481	0.27068	0.040483	0.005481	0	0.001798	0	7.469816	0.061626	0.000024	0	0	0.010458	0.011851	8.611927	0.002603	0.000003	0	0.037201	0.117385	0.401548	1.701305	0.017842	0	0.02116	0.015648	0.00046	0	0	0	0.000004	0	0.00011	0	0.000035	0.000282	0.613659	0	0	0.000214	0.000003	0.000031	0	0	0.002569	0.00037	0	0.00008	0	0	0.000985	0.562427	0.000002	0	0.934404	0	0.008461	0	0.001323	0.00007	0.000074	0.000037	0	0.757206	0.02119	0.00533	0.000093	0.000365	0.000053	0	0	0.000001	0.09378	0.000342	0.000049	0.000082	0.032228	0	0	0.000909	0.006963	0	0.000002	0.000004	0.007186	0.171567	0.000364	0.000374	0.000008	0.00001	1.384498	0.071817	0	0.074551	0.000004	0.001188	0	0.042272	5.819843	0.069733	0.000001	0	0	0.007836	0.062891	2.67744	0	0	0.000076	0	0.000003	0.611189	0.969761
48015	0.08251	0.000001	0.089998	0.05949	0.000227	0	0.043582	441.115753	0	0.002954	1.422015	0.000063	0.223877	0.739298	0.3471	0.13202	0.000002	0.086784	0.000111	6.087611	5.203282	0.000022	0	0.005988	0.007817	9.817277	0.077977	0.487187	0.953349	0.000618	0.000083	0.001377	0	0.000296	0	0.359607	0.055819	0.00001	0.000203	0	0.000282	0.001854	0.002748	0.000002	4.170282	0.253993	0.0087	0.001411	0.000486	0.037479	0.000022	0.000001	0.000316	0.000001	0.000001	0	0.001501	0.000001	0	0.000358	0.001007	1.294307	0.000004	0.006263	0	0.005133	0.002422	0.000001	0.00347	0.034518	0	0.008328	0.1239	0.000225	4.410656	0.000086	0.000001	0.000011	37.963921	0.00125	0.104071	0.010767	0.000001	5.923712	0.000002	0.02411	0.000009	0.198941	0.465279	0	0.000903	0.000952	7.81538	0.243393	0	0	0.018991	0	0.000002	0.110844	2.22175	0.002162	0	0.00005	0.717211	0.000002	0.01226	0.000416	0.048456	0.000001	0.005343	0.000861	0.09206	0.000004	0.000001	0.000342	0	0.000597	0.000404	0.874611	0.054739	0.000001	0.146537	0.000656	0.005322	0.029452	0.000062	0.080736	0.010164	0.124456	0.001519	0.000004	0.041737	0.010487	0.000003	0.007431	0.011758	0.00002	0.000553	0	0.052112	0.003995	1.072046	3.62497	0.879594	0.232379	0.175744	0	0.044808	0.05322	0.000002	0.000003	0.000003	0.003434	0.14039	0.001986	1.010427	0.000699	0.000007	0.008839	1.890634	0.00239	0.007587	0.003579	0.000008	1.537669	0.02853	0.000145	0.000172	0.889334	0	0.000706	0.000001	0.020902	0.045287	0.005884	0.000094	0.006164	0	0	0.035116	0.000276	0.005766	0.001721	0	0.00014	0.103388	0	0.000003	0.002943	0	0.000022	0.011292	0.000152	0.000002	0.090929	0	1.535501	0.015962	0.000309	0.010033	0.01644	0.008089	0.717238	0.008594	0.024109	0.00049	0.000025	0.000466	0.010248	0	0.00555	0.020528	0.000178	0.000846	0.000117	0.000052	0.002808	0	0.009625	0.0005	0.000175	0	0.000177	0.000456	0.001382	1.129213	0.107791	0.104017	0.00131	0.000006	0.018918	0.00075	0.008023	0.034031	1.238961	23.349482	0	47.985435	0.024212	2.416086	0.000002	0.000064	0.000028	0.000109	0.849573	0.202815	0	0.000478	0.005923	0	0.000882	0.00298	0.004322
48017	0	0.424299	0	0	0.00049	0.057432	0	0	44.165466	0	0	0.002608	0	0	0	0	0.200076	0.000033	0	0	0.000001	0.002848	0.162261	0	0.000059	0	0	0	0	0.000829	0	0	0.020166	0	1.380928	0	0	0.045543	0.000328	2.377894	0.004644	0.0009	0	0.008672	0	0	0.000027	0.001004	0	0.000031	0.040499	0.00774	0.001329	0.256694	0.001121	0.074717	0	0.119935	0.761554	0.000001	0	0	0.072358	0.000003	0.033148	0	0.000176	0.026925	0.000119	0	0.000007	0.000048	0	0	0	0.015508	0.164127	0.01068	0	0	0	0	0.877548	0	0.128418	0.000013	0.01927	0	0	0.026737	0	0	0	0	0.432804	0.017465	0.000037	0.007523	0.011698	0	0	0	0.07941	0.002725	0	0.022258	0	0	0	2.853741	0	0	0	0.027654	0.001159	0	0.015812	0.004624	0.000246	0	0	0.00076	0	0	0	0	0.002187	0	0	0	0	0.044167	0.000081	0.000285	0.038464	0.000027	0	0.011967	0.000001	10.399635	0.000009	0	0	0	0	0	0	0.002318	0	0	0.015487	1.686735	1.164555	0.00013	0.000012	0	0	0	0.058983	0.000085	0	0.000009	0	0.00018	0.073696	0	0.000116	0.018826	0.000053	0	0.166599	0	0.242794	0	0	0	0.004753	0	0.007475	0.129977	0	0.000081	0	0	1.158559	0.011575	0	0.088092	0.000542	0	0.201737	0.010207	0.000032	0	0.020582	0	0.016515	0	0	0.000874	0	0	0	0	0	0.000072	0.000307	0.13781	0.002449	0	0.018649	0	0	0	0.001168	0.0052	0.011845	0.000595	0.248632	0	0.006139	0.002967	0.469657	0.001896	0	0.004096	0	0	0	0	0.015015	0.000027	0.000026	0	0	0	0	0.00427	0	0.000001	0	0.010075	0.000777	0.004124	0	0	0	0.013454	0	0	2.715808	0.000852	0	0.000003
