MN_start80 run 1
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
1	1.2305897865767904E8	84.97%	106.52%	0.9s
2	5.736144927082137E7	53.39%	73.63%	0.9s
3	4.258834193518212E7	25.75%	61.56%	1.0s
4	3.472543422312941E7	18.46%	54.61%	1.0s
5	2.781303498398583E7	19.91%	48.39%	1.0s
6	2.3618502494547263E7	15.08%	45.14%	1.1s
7	2.117351553885395E7	10.35%	42.48%	1.1s
8	2.0589830023107924E7	2.76%	41.38%	1.1s
9	2.0173863040234696E7	2.02%	40.58%	1.1s
10	1.9841312124616895E7	1.65%	40.02%	1.1s
11	1.9581334617931616E7	1.31%	39.48%	1.1s
12	1.9388493732508138E7	0.98%	39.11%	1.1s
13	1.9172886366888657E7	1.11%	38.72%	1.1s
14	1.891284216236988E7	1.36%	38.28%	1.2s
15	1.8770884101035718E7	0.75%	37.97%	1.2s
16	1.8619140857077163E7	0.81%	37.67%	1.2s
17	1.8490105923671056E7	0.69%	37.41%	1.2s
18	1.8353775308262106E7	0.74%	37.13%	1.2s
19	1.8225568825600367E7	0.70%	36.94%	1.2s
20	1.811061260082066E7	0.63%	36.66%	1.2s
21	1.800106829514993E7	0.60%	36.48%	1.2s
22	1.7900183639236193E7	0.56%	36.32%	1.2s
23	1.7834847202228453E7	0.37%	36.20%	1.2s
24	1.773670171153649E7	0.55%	36.06%	1.2s
25	1.7664032715979625E7	0.41%	35.90%	1.2s
26	1.7559336246079594E7	0.59%	35.70%	1.3s
27	1.748983738899696E7	0.40%	35.56%	1.3s
28	1.7383343614496954E7	0.61%	35.38%	1.3s
29	1.732352379647243E7	0.34%	35.26%	1.3s
30	1.7243038358686235E7	0.46%	35.16%	1.4s
31	1.7189055109605636E7	0.31%	35.07%	1.3s
32	1.7109378564158592E7	0.46%	34.96%	1.3s
33	1.7068482131015368E7	0.24%	34.88%	1.3s
34	1.698534882892515E7	0.49%	34.76%	1.3s
35	1.693007569688129E7	0.33%	34.62%	1.3s
36	1.6852917911142755E7	0.46%	34.52%	1.4s
37	1.681706311811433E7	0.21%	34.42%	2.0s
38	1.6739439519660734E7	0.46%	34.31%	1.6s
39	1.670706033729877E7	0.19%	34.26%	1.7s
40	1.6632403074184556E7	0.45%	34.17%	1.4s
41	1.6603185577422911E7	0.18%	34.12%	1.4s
42	1.6535926692144949E7	0.41%	34.04%	1.4s
43	1.6516329496445544E7	0.12%	34.00%	1.4s
44	1.6450411451676784E7	0.40%	33.91%	1.4s
45	1.6422350005559659E7	0.17%	33.88%	1.4s
46	1.6360684815091455E7	0.38%	33.80%	1.4s
47	1.634288656691334E7	0.11%	33.73%	1.4s
48	1.627757985402263E7	0.40%	33.66%	1.4s
49	1.625560535464227E7	0.13%	33.61%	1.4s
50	1.6193740451840911E7	0.38%	33.52%	1.4s
51	1.6179897246665202E7	0.09%	33.50%	1.4s
52	1.6122518783084692E7	0.35%	33.43%	1.4s
53	1.6107298312342465E7	0.09%	33.40%	1.3s
54	1.6052408625848362E7	0.34%	33.34%	1.3s
55	1.6041868124845076E7	0.07%	33.32%	1.4s
56	1.5982785871447861E7	0.37%	33.23%	1.3s
57	1.596867139838196E7	0.09%	33.22%	1.4s
58	1.5913792010607434E7	0.34%	33.14%	1.4s
59	1.5903356534483248E7	0.07%	33.13%	1.4s
60	1.5850677284277314E7	0.33%	33.07%	1.4s
61	1.584074437866589E7	0.06%	33.05%	1.4s
62	1.5805897387116391E7	0.22%	33.02%	1.4s
63	1.5751021003227225E7	0.35%	32.97%	1.4s
64	1.5721788500764133E7	0.19%	32.92%	1.4s
65	1.5693214590354597E7	0.18%	32.88%	1.4s
66	1.5675185156583793E7	0.11%	32.86%	1.4s
67	1.5642871194948403E7	0.21%	32.81%	1.4s
68	1.5590633289259091E7	0.33%	32.76%	1.4s
69	1.5570441202745026E7	0.13%	32.74%	1.4s
70	1.551944706990373E7	0.33%	32.69%	1.5s
71	1.5489193202485273E7	0.19%	32.66%	1.6s
72	1.5440434299303263E7	0.31%	32.61%	1.8s
73	1.5425678954387205E7	0.10%	32.59%	1.5s
74	1.5377408271586798E7	0.31%	32.54%	1.5s
75	1.5350555549396738E7	0.17%	32.52%	1.4s
76	1.5305202115936952E7	0.30%	32.47%	1.5s
77	1.5296304504022447E7	0.06%	32.47%	1.7s
78	1.5249605711859822E7	0.31%	32.41%	1.7s
79	1.5223475660771888E7	0.17%	32.39%	1.4s
80	1.5197952302854188E7	0.17%	32.36%	1.4s
81	1.5154924082656356E7	0.28%	32.32%	1.5s
82	1.5145790744608266E7	0.06%	32.31%	1.4s
83	1.510279992504755E7	0.28%	32.26%	1.4s
84	1.509115441871734E7	0.08%	32.25%	1.4s
85	1.5048720641452957E7	0.28%	32.20%	1.4s
86	1.5039756877788056E7	0.06%	32.19%	1.4s
87	1.4998697682234224E7	0.27%	32.15%	1.5s
88	1.4990373281656494E7	0.06%	32.14%	1.7s
89	1.4949842015938316E7	0.27%	32.09%	1.6s
90	1.4943457420559168E7	0.04%	32.08%	1.7s
91	1.4903558653123885E7	0.27%	32.04%	1.5s
92	1.489754877355218E7	0.04%	32.04%	1.4s
93	1.4858712888306046E7	0.26%	32.00%	1.5s
94	1.4853468237718252E7	0.04%	32.00%	1.5s
95	1.4815404993919104E7	0.26%	31.96%	1.5s
96	1.481007221348687E7	0.04%	31.96%	1.4s
97	1.4772652301477568E7	0.25%	31.91%	1.5s
98	1.4768093113382293E7	0.03%	31.91%	1.5s
99	1.4732127291400932E7	0.24%	31.86%	1.4s
100	1.472889985279971E7	0.02%	31.85%	1.5s
101	1.4718546838609545E7	0.07%	31.84%	1.5s
102	1.4708508093270222E7	0.07%	31.83%	1.5s
103	1.4691393735757727E7	0.12%	31.81%	1.5s
104	1.4688405302640337E7	0.02%	31.80%	1.5s
105	1.4671134616927132E7	0.12%	31.78%	1.5s
106	1.4664548616075873E7	0.04%	31.77%	1.5s
107	1.4647559918907741E7	0.12%	31.75%	1.4s
108	1.4644613474559374E7	0.02%	31.75%	1.4s
109	1.46278229625783E7	0.11%	31.73%	1.4s
110	1.4623185452748958E7	0.03%	31.72%	1.4s
111	1.460673525952831E7	0.11%	31.70%	1.4s
112	1.460177196523081E7	0.03%	31.69%	1.4s
113	1.4585541473695412E7	0.11%	31.67%	1.4s
114	1.4582505380936122E7	0.02%	31.68%	1.4s
115	1.4566640400173113E7	0.11%	31.65%	1.4s
116	1.4562200077049691E7	0.03%	31.65%	1.4s
117	1.454609770850793E7	0.11%	31.63%	1.4s
118	1.4543181499575524E7	0.02%	31.63%	1.4s
119	1.4527525043563439E7	0.11%	31.61%	1.4s
120	1.4523448087303305E7	0.03%	31.61%	1.4s
121	1.4507348920855215E7	0.11%	31.58%	1.4s
122	1.4503974938884692E7	0.02%	31.58%	1.4s
123	1.4487609406447452E7	0.11%	31.56%	1.4s
124	1.4483094039191078E7	0.03%	31.56%	1.5s
125	1.4466629016634066E7	0.11%	31.53%	1.4s
126	1.4462182473870885E7	0.03%	31.53%	1.5s
127	1.4446224353023026E7	0.11%	31.51%	1.4s
128	1.4443845987431679E7	0.02%	31.51%	1.4s
129	1.4428598942784619E7	0.11%	31.49%	1.4s
130	1.442638290136857E7	0.02%	31.48%	1.4s
131	1.4411014420243545E7	0.11%	31.46%	1.4s
132	1.4409005787392117E7	0.01%	31.46%	1.4s
133	1.4394397468246777E7	0.10%	31.44%	1.4s
134	1.4392292058541458E7	0.01%	31.44%	1.4s
135	1.4377570325220723E7	0.10%	31.42%	1.5s
136	1.4375703575783078E7	0.01%	31.42%	1.5s
137	1.4361395274421448E7	0.10%	31.40%	1.4s
138	1.4359347559949523E7	0.01%	31.40%	1.4s
139	1.4345000442134537E7	0.10%	31.38%	1.4s
140	1.4343159185057558E7	0.01%	31.38%	1.4s
141	1.4329104447634533E7	0.10%	31.37%	1.4s
142	1.4327123852240639E7	0.01%	31.36%	1.4s
143	1.4313008478184352E7	0.10%	31.34%	1.5s
144	1.4311301700296171E7	0.01%	31.34%	1.5s
145	1.4297476331105046E7	0.10%	31.33%	1.5s
146	1.4295762115415772E7	0.01%	31.33%	1.4s
147	1.4288051604809778E7	0.05%	31.32%	1.4s
148	1.4280289704088205E7	0.05%	31.31%	1.4s
149	1.427274675459531E7	0.05%	31.30%	1.5s
150	1.4268283116767248E7	0.03%	31.30%	1.4s
151	1.4260718398240529E7	0.05%	31.29%	1.4s
152	1.4252837913557937E7	0.06%	31.28%	1.5s
153	1.4248440731632944E7	0.03%	31.27%	1.4s
154	1.4241034017617892E7	0.05%	31.26%	1.4s
155	1.4233578385438101E7	0.05%	31.25%	1.4s
156	1.4229245493212024E7	0.03%	31.25%	1.4s
157	1.4221825674750688E7	0.05%	31.24%	1.5s
158	1.4214440252249641E7	0.05%	31.23%	1.5s
159	1.4210042978119677E7	0.03%	31.22%	1.5s
160	1.420260538770821E7	0.05%	31.21%	1.5s
161	1.4195393089726388E7	0.05%	31.21%	1.5s
162	1.4192685678133318E7	0.02%	31.20%	1.5s
163	1.4179476943611426E7	0.09%	31.19%	1.4s
164	1.4177951088618828E7	0.01%	31.18%	1.4s
165	1.4170734579564461E7	0.05%	31.18%	1.4s
166	1.4166552717125969E7	0.03%	31.17%	1.4s
167	1.4159365418768961E7	0.05%	31.16%	1.4s
168	1.4155360622797867E7	0.03%	31.16%	1.5s
169	1.4148399432466272E7	0.05%	31.15%	1.5s
170	1.4144217057406474E7	0.03%	31.14%	1.4s
171	1.4137151381507982E7	0.05%	31.14%	1.4s
172	1.4133145744280612E7	0.03%	31.13%	1.4s
