MN_start80 run 8
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
1	5.202631225501115E7	89.51%	84.15%	0.9s
2	2.4172678537443295E7	53.54%	55.26%	0.9s
3	1.806415081052129E7	25.27%	45.98%	1.0s
4	1.5902262125084443E7	11.97%	41.55%	1.0s
5	1.4628236440551221E7	8.01%	39.45%	1.0s
6	1.4230242953561727E7	2.72%	38.21%	1.1s
7	1.3979208459003307E7	1.76%	37.48%	1.1s
8	1.3798589966295607E7	1.29%	36.72%	1.1s
9	1.363892789835953E7	1.16%	36.07%	1.1s
10	1.3545157245986357E7	0.69%	35.73%	1.1s
11	1.3412673744950468E7	0.98%	35.30%	1.1s
12	1.3329503464437114E7	0.62%	35.01%	1.1s
13	1.3256468051133592E7	0.55%	34.74%	1.2s
14	1.3170653085132396E7	0.65%	34.52%	1.2s
15	1.3095611461777506E7	0.57%	34.28%	1.2s
16	1.3035000364535611E7	0.46%	34.12%	1.2s
17	1.2960940639783187E7	0.57%	33.87%	1.2s
18	1.288989096140073E7	0.55%	33.68%	1.3s
19	1.2813020312761271E7	0.60%	33.49%	1.3s
20	1.276108306564778E7	0.41%	33.36%	1.3s
21	1.2707532499750894E7	0.42%	33.19%	1.3s
22	1.2679924011043161E7	0.22%	33.11%	1.3s
23	1.2629539782911291E7	0.40%	32.94%	1.3s
24	1.2599471907954877E7	0.24%	32.88%	1.3s
25	1.256642957070111E7	0.26%	32.77%	1.3s
26	1.2538343300553886E7	0.22%	32.65%	1.3s
27	1.2515359929531667E7	0.18%	32.55%	1.3s
28	1.2494390352310922E7	0.17%	32.47%	1.3s
29	1.2470595041147098E7	0.19%	32.34%	1.3s
30	1.245947026330519E7	0.09%	32.29%	1.3s
31	1.243699445224895E7	0.18%	32.18%	1.3s
32	1.2423346495346103E7	0.11%	32.11%	1.3s
33	1.240167561112802E7	0.17%	32.02%	1.3s
34	1.2381214044908326E7	0.16%	31.95%	1.3s
35	1.2364788379499275E7	0.13%	31.88%	1.3s
36	1.2351017473410184E7	0.11%	31.82%	1.3s
37	1.2319955588588148E7	0.25%	31.72%	1.4s
38	1.2294032334928906E7	0.21%	31.64%	1.4s
39	1.2263731280026939E7	0.25%	31.55%	1.4s
40	1.2247423689837085E7	0.13%	31.50%	1.4s
41	1.2231015436023496E7	0.13%	31.43%	1.4s
42	1.2216361888119865E7	0.12%	31.36%	1.4s
43	1.2199963338024614E7	0.13%	31.31%	1.3s
44	1.2179150084813695E7	0.17%	31.25%	1.3s
45	1.2169580209524635E7	0.08%	31.21%	1.4s
46	1.215095935712877E7	0.15%	31.15%	1.4s
47	1.2140032880876347E7	0.09%	31.11%	1.4s
48	1.2126876139898162E7	0.11%	31.06%	1.4s
49	1.2116791817959042E7	0.08%	31.02%	1.3s
50	1.2102537302500919E7	0.12%	30.97%	1.3s
51	1.2091306842125947E7	0.09%	30.93%	1.4s
52	1.2079472802951653E7	0.10%	30.88%	1.4s
53	1.2071015889853045E7	0.07%	30.85%	1.4s
54	1.206185044205795E7	0.08%	30.81%	1.4s
55	1.2053724120518629E7	0.07%	30.78%	1.4s
56	1.2039250010697974E7	0.12%	30.73%	1.4s
57	1.2031857583349524E7	0.06%	30.71%	1.4s
58	1.202291077575405E7	0.07%	30.69%	1.4s
59	1.1999658342296453E7	0.19%	30.61%	1.4s
60	1.1992912826788606E7	0.06%	30.60%	1.4s
61	1.1985508685255645E7	0.06%	30.57%	1.5s
62	1.1978389203377407E7	0.06%	30.55%	1.5s
63	1.1972920530171547E7	0.05%	30.52%	1.4s
64	1.1966056549105564E7	0.06%	30.50%	1.4s
65	1.1945237318978189E7	0.17%	30.43%	1.4s
66	1.1937338796734763E7	0.07%	30.40%	1.5s
67	1.1930552656812357E7	0.06%	30.37%	1.4s
68	1.192313205443794E7	0.06%	30.36%	1.4s
69	1.191000701321155E7	0.11%	30.32%	1.4s
70	1.1905707892854443E7	0.04%	30.30%	1.3s
71	1.1900599599945815E7	0.04%	30.28%	1.4s
72	1.1892703065213354E7	0.07%	30.25%	1.4s
73	1.1886915287962863E7	0.05%	30.23%	1.4s
74	1.1882843678680763E7	0.03%	30.21%	1.4s
75	1.1874392108212896E7	0.07%	30.19%	1.4s
76	1.1861043275691403E7	0.11%	30.14%	1.5s
77	1.1850627363414168E7	0.09%	30.11%	1.4s
78	1.1828920253879152E7	0.18%	30.04%	1.4s
79	1.1826293583751187E7	0.02%	30.02%	1.4s
80	1.1822415158442562E7	0.03%	30.00%	1.5s
81	1.1817351648658583E7	0.04%	29.99%	1.4s
82	1.1803946559880128E7	0.11%	29.94%	1.4s
83	1.1795400941184264E7	0.07%	29.89%	1.4s
84	1.179224687981224E7	0.03%	29.88%	1.4s
85	1.1783992962814841E7	0.07%	29.84%	1.4s
86	1.1777904072851896E7	0.05%	29.82%	1.4s
87	1.1774309829235652E7	0.03%	29.80%	1.4s
88	1.1769447378426053E7	0.04%	29.78%	1.4s
89	1.1767752026157318E7	0.01%	29.77%	1.5s
90	1.1766217181328196E7	0.01%	29.77%	1.4s
91	1.1762246748846194E7	0.03%	29.75%	1.4s
92	1.1758143544721648E7	0.03%	29.73%	1.4s
93	1.1752291205593806E7	0.05%	29.71%	1.4s
94	1.174467827115805E7	0.06%	29.67%	1.4s
95	1.1743108509731445E7	0.01%	29.66%	1.4s
96	1.1741408534515433E7	0.01%	29.66%	1.4s
97	1.1737453963023199E7	0.03%	29.64%	1.4s
98	1.173433039005383E7	0.03%	29.63%	1.4s
99	1.1731590114719426E7	0.02%	29.61%	1.4s
100	1.1728372749203334E7	0.03%	29.60%	1.4s
101	1.1726436253385946E7	0.02%	29.59%	1.4s
102	1.1724540924184522E7	0.02%	29.58%	1.4s
