time	total error	% error	count	predicted	reported*lambda	long time
05/14/2020	616.1214124498019	13.953984394810298	4415.3798300000035	5291.71609285641	5090.245774214566	1589436000000
05/15/2020	468.47937372566093	9.695969355349117	4831.69198	5518.403540893887	5628.3637529079	1589522400000
05/16/2020	698.4541209793434	14.57199421842977	4793.126531	5769.670716500311	5503.824744405962	1589608800000
05/17/2020	701.5873214447199	14.355881209597008	4887.107319999999	6047.336421221222	5646.646284916662	1589695200000
05/18/2020	756.6089739258751	15.302381347430522	4944.387129999999	6353.417406891362	5826.653361181265	1589781600000
05/19/2020	999.5531932190236	20.709579923317076	4826.5256800000025	6513.536714534671	5860.1036905173105	1589868000000
05/20/2020	936.566063984745	19.713884386114103	4750.7941390000005	6569.797855491343	5667.120654312445	1589954400000
05/21/2020	797.4852091342723	16.119255972560392	4947.407066999999	6553.183870540262	5878.523028049644	1590040800000
05/22/2020	572.9661081940716	10.41199590509361	5502.942120000001	6486.462885111691	6524.994170370312	1590127200000
05/23/2020	528.6248973406368	9.493166325777064	5568.4782000000005	6386.331012418219	6547.14310665729	1590213600000
05/24/2020	828.3421886541934	14.697041607714372	5636.1151500000005	6264.99474816211	6536.448168481068	1590300000000
05/25/2020	1109.2810123351	19.524908429570825	5681.363455999998	6131.341043139423	6514.018009328875	1590386400000
05/26/2020	973.3236192755935	17.193244096884374	5661.081840000001	5991.80370879551	5962.475591301364	1590472800000
05/27/2020	699.993414594385	13.215679225456961	5296.688900000001	5851.005875364644	5594.557764064995	1590559200000
05/28/2020	501.7707633848357	9.450281245557035	5309.5855070000025	5712.237048860033	5660.161034019206	1590645600000
05/29/2020	556.8829307309104	9.97717247976933	5581.570649	5577.807816718033	6018.558393826515	1590732000000
05/30/2020	593.1673774530202	11.231656850486866	5281.209934999998	5449.31390371172	5622.133428395564	1590818400000
05/31/2020	556.7854366981754	10.931223424748131	5093.532672999998	5327.832961916419	5344.129186223148	1590904800000
06/01/2020	707.3893961620006	15.04454649724054	4701.965568000002	5214.071374722207	4847.948872625105	1590991200000
06/02/2020	858.5132986615336	20.698894721231124	4147.6287029999985	5108.473869560183	5080.322921039934	1591077600000
06/03/2020	696.361037029717	18.64677328345301	3734.485459999998	5011.305432724681	4559.331366980126	1591164000000
06/04/2020	537.7567434032688	14.484674963061273	3712.5910300000014	4922.712585526158	4527.383281334115	1591250400000
06/05/2020	460.45973323745045	11.719655776601353	3928.95271	4842.769282697721	4785.646058334056	1591336800000
06/06/2020	519.6702358570019	12.90886667579659	4025.6844300000002	4771.511362538351	4924.314897061673	1591423200000
06/07/2020	563.5041463155032	15.375707975622094	3664.8988600000002	4708.962490136573	4458.939086467092	1591509600000
06/08/2020	758.9890443626346	22.519035962634607	3370.4331110000007	4655.153799668313	4090.5902874309377	1591596000000
06/09/2020	426.95890380922026	13.707795896444427	3114.7159399999987	4610.138892775748	4384.454810863686	1591682400000
06/10/2020	538.4904803256796	18.097063047658768	2975.56835	4574.005438539884	4149.334648420455	1591768800000
06/11/2020	432.76458749435477	13.64473453946372	3171.6599999999985	4498.863874531629	4381.367279533199	1591855200000
06/12/2020	467.50577354368164	13.469958114355167	3470.7292300000004	4396.885752591278	4794.588831594146	1591941600000
06/13/2020	363.41074556396586	11.145332226118896	3260.654220000001	4277.495214214572	4465.163702872792	1592028000000
06/14/2020	413.45641522779044	13.40705030661607	3083.87308	4147.906601590694	4212.663693473067	1592114400000
06/15/2020	382.5610694002092	13.673407744597403	2797.8472999999985	4013.587128229623	3793.6801766355643	1592200800000
06/16/2020	674.622990071034	26.158553324764227	2578.9766799999998	3878.641321598042	3351.6253925833253	1592287200000
06/17/2020	571.2364662548837	22.392783712438142	2550.9846100000004	3746.123589127842	3290.6089796792967	1592373600000
06/18/2020	295.947864150683	10.81621122964452	2736.1509300000007	3618.2888408356584	3540.288630206774	1592460000000
06/19/2020	431.31427577993105	14.756848397364445	2922.8075274999997	3496.7917206083594	3795.193375929634	1592546400000
06/20/2020	366.293298098955	12.87988915803257	2843.9165399999997	3382.844270257478	3645.092726869559	1592632800000
06/21/2020	424.58859087337413	15.056565638972454	2819.956429999999	3277.3406069702273	3564.9729009076464	1592719200000
06/22/2020	394.14216404291915	14.46134847532673	2725.4869400000002	3180.9558492865367	3412.2996527007986	1592805600000
