time	total error	% error	count	predicted	reported*lambda	long time	total error	% error	count R	predicted R	 reported R*lambda
04/21/2020	652.9249336204327	49.879684742822754	1308.9997200000003	1812.1355468098795	1661.6040769988406	1587448800000	1015.6630683069429	80.99352277912567	1254.0052999999996	2069.254879999652	1840.9116760068343
04/22/2020	664.6527757832713	47.44115178878707	1401.0047200000001	1970.3025097161944	1785.892136999267	1587535200000	1053.2853047875162	79.9759181115595	1317.0030799999997	2220.2661755671434	1911.9864681241297
04/23/2020	517.4260775830004	36.87997092098844	1403.000232	2148.4552520009624	1784.6059223595842	1587621600000	1095.3678765977263	71.31313072599261	1535.9974600000003	2384.458051376825	2207.89838146181
04/24/2020	531.1812816815018	33.51298545977491	1585.001379	2349.391290125832	2065.7761696192842	1587708000000	1131.6663186010587	70.99544839577719	1593.9984099999997	2563.495989043572	2253.368469296893
04/25/2020	612.2437034967463	34.25886606171233	1787.1102400000013	2576.3231112904514	2366.200871006461	1587794400000	1232.1802598314991	74.49704948575113	1653.9987399999984	2759.2785965540575	2332.0718400325845
04/26/2020	712.5146051925083	39.14808446382337	1820.0497289999996	2832.9371016731725	2427.829997556321	1587880800000	1330.3102028761984	74.98914815496254	1774.00362	2973.9721891615945	2492.4167641929175
04/27/2020	820.4259882716558	41.65416065690004	1969.6135399999991	3123.4592007123847	2686.1808090555755	1587967200000	1392.0107271589236	75.57058211695252	1842.0008000000016	3210.050280967693	2547.0320968439705
04/28/2020	1136.2023319250504	50.19284965604075	2263.673690000001	3355.3274304711153	2646.70295906468	1588053600000	1536.1994961310963	80.34534934799557	1911.9955400000026	3470.3385476937256	2462.016144752058
04/29/2020	871.0105892485317	33.571651488116906	2594.4824000000012	3542.450408470273	3046.8212824288353	1588140000000	1724.883161742326	84.42849791099107	2043.0106	3749.949166899651	2611.1658268488827
04/30/2020	763.1831629733974	25.822622992400213	2955.4827299999997	3696.0372530806476	3487.373171718494	1588226400000	1891.0625125118045	87.06561747449108	2171.9969	4045.1533676055074	2764.8495501742564
05/01/2020	665.2049059087956	19.357345127359615	3436.447	3825.1331476036967	4084.284397704848	1588312800000	2028.4015021660475	88.9261509795196	2280.9954999999995	4353.156472028898	2894.637830804046
05/02/2020	759.1444630741355	19.78451474228493	3837.0638499999995	3937.0541470538005	4619.576071546765	1588399200000	2184.22831365444	91.16133315316826	2396.003040000001	4671.9175676625355	3026.904995078027
05/03/2020	606.4035939053172	16.64774211312654	3642.55759	4037.7388359503916	4400.695279833202	1588485600000	2410.115479457176	79.9649060285566	3013.9664999999995	5000.005413250355	3798.408402011775
05/04/2020	1494.6608982337561	48.1698585460676	3102.8965900000017	4132.032132059203	3810.386079453295	1588572000000	3031.3849980828145	71.98777379861035	4210.971999999994	5336.4836495795535	5286.403188682977
05/05/2020	1022.0485978804575	30.70533530787264	3328.57006	4223.914159350449	3794.6298055075313	1588658400000	4528.504668953088	98.1682831546497	4613.001800000001	5680.819660584484	6957.370955027461
05/06/2020	883.8794143653105	24.01589551752883	3680.39332	4316.684914022289	4240.253973220246	1588744800000	4752.280574047613	94.9506892768821	5004.998500000003	6032.812507197023	7463.367829078809
05/07/2020	1032.2376479072223	24.89332584018392	4146.644182999999	4413.113515427317	4786.103924364607	1588831200000	4911.897756896315	92.53752165448167	5308.006599999999	6392.536250032213	7867.766764208153
05/08/2020	1171.7502189931697	26.10121312787327	4489.25578	4515.559192170284	5187.172048502887	1588917600000	5196.421230529925	91.2135511168195	5696.983799999999	6760.295709651156	8394.876651661636
05/09/2020	1229.799885822106	26.563451121775667	4629.6690899999985	4626.069789337675	5347.468294571482	1589004000000	5664.620458225638	89.60250642872866	6321.944199999999	7136.5923089986845	9264.341574495564
05/10/2020	1124.8286383931975	24.69593603004706	4554.711500000002	4746.4624664925195	5290.882188973705	1589090400000	5805.547044885865	84.35917126625476	6881.939399999999	7522.098124776821	9962.536379442397
05/11/2020	1106.1669499993118	25.097571673928694	4407.466046400002	4878.3903532925415	5199.0095559637275	1589176800000	5631.104221033481	74.72268287648002	7536.003799999996	7917.6366636511975	10718.894000575176
05/12/2020	1182.0787567669981	26.629979331202936	4438.902269	5023.3982064958445	5261.9416516147785	1589263200000	6845.969227983324	83.25379711845376	8223.0114	8324.16919309224	12528.863982814679
05/13/2020	1001.2901063929728	23.27638180649283	4301.742919999998	5182.96953810836	4966.048578226323	1589349600000	6935.719895997477	78.9310956965916	8787.056400000001	8742.785710300232	13342.627487601121
05/14/2020	823.195819232765	18.643827958800188	4415.3798300000035	5358.56723325551	5183.601169020128	1589436000000	6838.632220154269	74.85344092545448	9136.029199999995	9174.699838475924	13719.06400270162
05/15/2020	700.1205932599983	14.490174376968424	4831.69198	5551.669326342056	5741.702077003386	1589522400000	6890.68223947281	72.51025047130744	9503.045699999997	9621.247107913889	14139.747974047948
05/16/2020	751.9583704043785	15.688264550101412	4793.126531	5763.801337872224	5574.170456002604	1589608800000	7189.176463160217	69.99506427797148	10270.9763	10083.88621844239	15235.019657043724
05/17/2020	718.9357557004917	14.710864906901447	4887.107319999999	5996.566378605833	5714.814457232363	1589695200000	7397.769027433307	67.8886761587871	10896.9116	10564.20299659841	16023.187835573222
05/18/2020	747.3451704954804	15.115021353424657	4944.387129999999	6251.674092805591	5922.340749651923	1589781600000	7240.673953593772	62.989967428986404	11494.963799999992	11063.916861482232	16652.695874260604
05/19/2020	1093.0938308711914	22.647633170185284	4826.5256800000025	6406.737889121021	5689.473673504643	1589868000000	6718.224107249869	54.67337254892439	12287.927000000001	11584.889702549355	16994.41919078963
05/20/2020	988.7776101165603	20.812891091186895	4750.7941390000005	6484.6231193245285	5532.070003427531	1589954400000	6932.012940854224	53.306619842037406	13004.037699999999	12118.784526642781	17918.12530751816
05/21/2020	893.6900986501556	18.063807698606656	4947.407066999999	6503.443960010262	5741.249388752433	1590040800000	6824.817124293931	51.32603421943063	13296.989000000007	12659.169786586486	18246.707022388182
05/22/2020	669.7098202094375	12.17003205931298	5502.942120000001	6477.537091763502	6387.586014037709	1590127200000	6801.791129966852	50.24192896437946	13538.0772	13201.123449920678	18518.758643461053
05/23/2020	608.762547394909	10.932296500593447	5568.4782000000005	6418.237052524802	6431.004227042125	1590213600000	7203.825282172819	50.24629990339433	14337.026399999999	13740.918207567634	19519.20662758953
05/24/2020	921.9660504747658	16.358183357463265	5636.1151500000005	6334.493529491304	6449.508467811191	1590300000000	7533.276585375035	50.27566098104079	14983.943399999998	14275.771295278035	20294.19407816643
05/25/2020	1189.685359471868	20.940138202484828	5681.363455999998	6233.3627742888475	6456.9997262840325	1590386400000	7889.641701440859	50.26215261018248	15696.983300000002	14803.645756068976	21200.56265413966
05/26/2020	995.7698958852362	17.589745635707608	5661.081840000001	6120.398825380841	6031.67026590141	1590472800000	10398.54503429575	63.32069336931148	16422.03279999999	15323.092653926387	23666.917376866233
05/27/2020	745.3825399991018	14.072613175357565	5296.688900000001	5999.965009199513	5660.320232594939	1590559200000	10682.300122961513	61.940627100332534	17246.031600000002	15833.12588937479	24579.964514811632
05/28/2020	550.8138573703128	10.373952103118707	5309.5855070000025	5875.482022898165	5729.866367022777	1590645600000	10494.587059752277	59.55382459610648	17622.0203	16333.122973474747	24898.184230856834
05/29/2020	625.6508103310383	11.209224959700734	5581.570649	5749.625574463826	6100.0324080810615	1590732000000	10328.158931135647	57.615386668162266	17926.042899999997	16822.74647538293	25132.102238529005
05/30/2020	673.2062692007651	12.747197658991857	5281.209934999998	5624.483904301608	5690.862517631016	1590818400000	10849.611250835449	57.435943530532626	18889.933000000005	17301.88193992158	26294.25102821284
05/31/2020	673.4774871102511	13.222208049832439	5093.532672999998	5501.683401468936	5399.776208613248	1590904800000	11292.200142459911	57.21903592538241	19735.0409	17770.588931946713	27315.494807166047
06/01/2020	831.2588257835528	17.678964547099643	4701.965568000002	5382.488848574706	4888.0029678869	1590991200000	11533.440170869431	56.28531311510783	20491.029600000005	18229.06254873579	28233.396668607802
06/02/2020	933.0025851333231	22.49484348631492	4147.6287029999985	5267.883494376087	5084.433075442417	1591077600000	12651.137727217074	58.97166848517106	21452.907900000002	18677.603286117013	30233.430357586876
06/03/2020	825.403703534755	22.102206913794102	3734.485459999998	5158.633092116297	4546.429509104574	1591164000000	13193.84887959118	59.284933639907976	22254.97789999999	19116.593577315016	31281.451273868417
06/04/2020	658.0165032799471	17.72391566867377	3712.5910300000014	5055.337198557477	4528.956053078901	1591250400000	13094.125497124127	57.92529634107418	22605.1938	19546.47966832473	31670.500769934486
06/05/2020	552.389882165693	14.059468844197237	3928.95271	4958.470358729983	4792.830745113347	1591336800000	13218.666122996268	57.44229745494156	23012.07769999999	19967.75776820451	32150.745691259413
06/06/2020	568.7424695309736	14.127845324701061	4025.6844300000002	4868.415269004929	4941.956686912827	1591423200000	13255.794032371114	56.59288774726248	23423.074100000005	20380.963631432	32638.292666954672
06/07/2020	586.4267742944135	16.00117211132024	3664.8988600000002	4785.489587839397	4476.351914250458	1591509600000	13790.455231356396	57.0371898092804	24178.006100000006	20786.664903849083	33600.76083181519
06/08/2020	788.6040151503998	23.39770555234139	3370.4331110000007	4709.967726881883	4093.0309433953457	1591596000000	14152.984325974867	56.944409058408056	24854.036700000008	21185.455702835705	34493.48457342015
06/09/2020	530.8327097144546	17.042732626027362	3114.7159399999987	4642.098687113721	4296.55596718599	1591682400000	17517.10889635457	68.86176211359623	25438.078199999985	21577.95301340918	38414.39934210055
06/10/2020	614.250628812405	20.64313625369772	2975.56835	4582.1207910523635	4067.398789086472	1591768800000	17825.408462025236	68.79472410713714	25911.01090000001	21964.794570668677	39106.47711144131
06/11/2020	439.60787667582196	13.860498183154	3171.6599999999985	4503.70820331933	4307.27916947464	1591855200000	17730.236971165516	67.88272666116809	26118.922800000004	22346.637969923035	39403.168985380304
06/12/2020	509.03652003968483	14.666558129620638	3470.7292300000004	4411.651215909378	4722.641459943459	1591941600000	17680.01846819951	67.2191527826197	26302.054899999996	22721.946986866304	39625.54152244595
06/13/2020	392.83360365850075	12.047692798854968	3260.654220000001	4310.018175102584	4389.984704420306	1592028000000	18207.00260554997	67.67645057994521	26903.0105	23089.58458819208	40514.439530427335
06/14/2020	439.80157935120764	14.261338516279263	3083.87308	4202.218980688335	4140.567764744791	1592114400000	18607.53166935685	67.94042494686096	27388.0119	23448.752769450635	41224.2987627356
06/15/2020	498.90340825634433	17.831688250332483	2797.8472999999985	4091.0845123759786	3720.8742468965106	1592200800000	19085.676285389876	68.37579026416299	27912.91509999999	23798.937684508	41996.57259598387
06/16/2020	679.7354053539531	26.356787582660623	2578.9766799999998	3978.949556596191	3427.7761366272443	1592287200000	19498.379233984673	68.85259493113959	28319.0187	24139.861393872656	42762.115566786604
06/17/2020	581.4560890756512	22.79339854879215	2550.9846100000004	3867.7326034882435	3358.3524033476133	1592373600000	19665.440642076406	68.45149964381794	28729.013600000002	24471.440523589015	43346.606602495456
06/18/2020	263.60317973395564	9.63408768294648	2736.1509300000007	3759.009317251191	3629.3279189048135	1592460000000	19545.75779710264	67.61151463303483	28908.918699999995	24793.75157387971	43567.54794912288
06/19/2020	390.60189269704665	13.363927970691416	2922.8075274999997	3654.0784847075174	3899.391037956932	1592546400000	19477.182804487195	66.99874696934545	29070.965779999988	25107.00235031729	43782.42651496083
06/20/2020	306.4138649084095	10.774362067193769	2843.9165399999997	3554.0203832531	3734.326182181823	1592632800000	19900.029075757277	67.27998791719881	29577.931999999993	25411.508890709596	44523.247891955965
06/21/2020	377.59715538406994	13.390176932062388	2819.956429999999	3459.748126172392	3646.47021241343	1592719200000	20320.722943762394	67.63661424766711	30043.968300000008	25707.677255980685	45209.596643337165
06/22/2020	332.43916308214455	12.197422713834193	2725.4869400000002	3372.052852202179	3488.801307062937	1592805600000	20585.198487020345	67.60335814061033	30449.9644	25995.98959982838	45794.10354606687
