27077,27077,8456
27077,27029,3
27077,27125,2
27077,27061,9
27077,27107,0
27077,27021,3
27077,27057,7
27077,27027,1
27077,27069,3
27077,27005,4
27077,27001,1
27077,27035,4
27077,27111,1
27077,27167,2
27077,27153,1
27077,27097,1
27077,27135,638
27077,27095,0
27077,27051,0
27077,27041,0
27077,27149,1
27077,27145,1
27077,27071,129
27077,27171,0
27077,27003,1
27077,27089,17
27077,27023,0
27077,27037,3
27077,27137,8
27077,27007,143
27077,27147,0
27077,27119,11
27077,27113,22
27031,27031,9379
27031,27075,149
27031,27061,1
27031,27001,0
27031,27035,0
27031,27017,19
27031,27115,3
27031,27009,1
27031,27145,1
27031,27025,1
27031,27141,0
27031,27171,1
27031,27003,2
27031,27163,2
27031,27053,6
27031,27123,5
27031,27019,3
27031,27037,2
27031,27139,1
27031,27137,64
27031,27049,1
27031,27103,1
27031,27109,0
27031,27043,0
27075,27031,563
27075,27075,15481
27075,27029,0
27075,27061,8
27075,27021,2
27075,27005,1
27075,27001,1
27075,27159,1
27075,27035,9
27075,27017,138
27075,27111,1
27075,27115,36
27075,27153,2
27075,27097,2
27075,27095,3
27075,27065,6
27075,27009,4
27075,27145,12
27075,27059,2
27075,27071,2
27075,27025,8
27075,27141,5
27075,27067,1
27075,27171,6
27075,27003,22
27075,27093,1
27075,27163,14
27075,27053,42
27075,27123,35
27075,27019,5
27075,27037,15
27075,27139,6
27075,27137,2320
27075,27049,1
27075,27131,1
27075,27015,1
27075,27103,1
27075,27007,1
27075,27109,1
27075,27045,1
27075,27047,1
27029,27077,1
27029,27075,1
27029,27029,7912
27029,27125,17
27029,27061,14
27029,27107,22
27029,27087,104
27029,27021,28
27029,27057,266
27029,27027,9
27029,27069,1
27029,27005,47
27029,27001,1
27029,27159,10
27029,27035,7
27029,27111,6
27029,27153,7
27029,27097,6
27029,27135,4
27029,27095,1
27029,27041,1
27029,27009,2
27029,27149,1
27029,27145,4
27029,27121,2
27029,27059,9
27029,27071,1
27029,27025,2
27029,27141,3
27029,27067,0
27029,27171,3
27029,27003,3
27029,27089,14
27029,27053,1
27029,27023,0
27029,27037,1
27029,27137,3
27029,27015,1
27029,27007,1778
27029,27133,1
27029,27119,454
27029,27113,28
27125,27029,30
27125,27125,4645
27125,27107,7
27125,27087,9
27125,27021,4
27125,27057,0
27125,27027,6
27125,27069,6
27125,27005,6
27125,27159,1
27125,27111,17
27125,27167,2
27125,27097,2
27125,27135,21
27125,27041,1
27125,27145,1
27125,27071,0
27125,27141,1
27125,27163,1
27125,27089,35
27125,27053,0
27125,27129,2
27125,27157,0
27125,27013,1
27125,27007,19
27125,27039,2
27125,27133,1
27125,27119,632
27125,27113,642
27061,27077,7
27061,27075,12
27061,27029,16
27061,27125,1
27061,27061,66917
27061,27087,2
27061,27021,664
27061,27057,28
27061,27027,1
27061,27005,8
27061,27001,713
27061,27159,4
27061,27035,123
27061,27017,121
27061,27111,5
27061,27115,17
27061,27153,4
27061,27097,29
27061,27135,4
27061,27095,23
27061,27065,10
27061,27051,1
27061,27041,3
27061,27009,11
27061,27145,15
27061,27121,2
27061,27059,11
27061,27071,65
27061,27025,8
27061,27011,0
27061,27141,36
27061,27067,2
27061,27171,10
27061,27003,45
27061,27093,1
27061,27073,1
27061,27163,18
27061,27089,1
27061,27053,66
27061,27023,1
27061,27123,23
27061,27019,5
27061,27037,20
27061,27139,11
27061,27137,3857
27061,27049,1
27061,27081,1
27061,27079,3
27061,27131,2
27061,27103,1
27061,27013,1
27061,27007,412
27061,27117,2
27061,27169,1
27061,27161,1
27061,27147,7
27061,27039,2
27061,27109,2
27061,27165,1
27061,27119,10
27061,27105,0
27061,27055,1
27061,27047,1
27061,27099,1
27061,27113,5
27107,27029,10
27107,27125,9
27107,27107,10353
27107,27087,224
27107,27057,1
27107,27027,460
27107,27069,0
27107,27005,153
27107,27035,2
27107,27111,31
27107,27167,6
27107,27153,3
27107,27097,1
27107,27135,4
27107,27041,3
27107,27009,1
27107,27149,1
27107,27145,10
27107,27071,0
27107,27141,1
27107,27067,1
27107,27171,1
27107,27089,1
27107,27053,3
27107,27123,2
27107,27137,1
27107,27083,0
27107,27007,7
27107,27119,470
27107,27113,15
27087,27029,124
27087,27125,10
27087,27061,0
27087,27107,254
27087,27087,4605
27087,27021,4
27087,27057,25
27087,27027,45
27087,27005,619
27087,27159,1
27087,27111,19
27087,27167,2
27087,27153,3
27087,27097,0
27087,27135,0
27087,27041,1
27087,27145,2
27087,27121,0
27087,27071,1
27087,27171,0
27087,27089,2
27087,27053,0
27087,27123,2
27087,27139,1
27087,27137,1
27087,27007,38
27087,27119,494
27087,27113,6
27021,27077,1
27021,27075,1
27021,27029,24
27021,27125,1
27021,27061,532
27021,27107,0
27021,27087,5
27021,27021,37159
27021,27057,1333
27021,27027,10
27021,27005,46
27021,27001,117
27021,27159,322
27021,27035,8707
27021,27017,21
27021,27111,61
27021,27167,0
27021,27115,3
27021,27153,524
27021,27097,713
27021,27135,2
27021,27095,37
27021,27065,5
27021,27051,2
27021,27041,19
27021,27009,105
27021,27145,206
27021,27121,5
27021,27059,17
27021,27071,2
27021,27025,13
27021,27141,139
27021,27151,0
27021,27067,7
27021,27171,94
27021,27003,96
27021,27093,1
27021,27163,37
27021,27089,5
27021,27053,217
27021,27023,1
27021,27123,54
27021,27085,10
27021,27019,37
27021,27173,0
27021,27037,71
27021,27129,1
27021,27139,32
27021,27143,5
27021,27137,80
27021,27083,0
27021,27079,7
27021,27131,6
27021,27015,11
27021,27103,3
27021,27013,2
27021,27007,1875
27021,27169,3
27021,27161,1
27021,27147,6
27021,27039,1
27021,27109,6
27021,27119,27
27021,27105,2
27021,27047,1
27021,27099,3
27021,27113,1
27057,27077,1
27057,27075,1
27057,27029,283
27057,27125,2
27057,27061,33
27057,27107,3
27057,27087,25
27057,27021,1373
27057,27057,27181
27057,27027,45
27057,27069,1
27057,27005,1101
27057,27001,9
27057,27159,1248
27057,27035,115
27057,27017,6
27057,27111,123
27057,27167,1
27057,27115,1
27057,27153,57
27057,27097,90
27057,27135,2
27057,27095,8
27057,27065,0
27057,27051,2
27057,27041,22
27057,27009,26
27057,27149,4
27057,27145,72
27057,27121,2
27057,27059,1
27057,27071,8
27057,27025,1
27057,27011,1
27057,27141,39
