27077,27077,15732
27077,27029,5
27077,27125,10
27077,27061,25
27077,27021,4
27077,27057,3
27077,27027,2
27077,27069,3
27077,27005,6
27077,27001,5
27077,27035,5
27077,27017,3
27077,27097,2
27077,27135,1129
27077,27145,7
27077,27059,2
27077,27071,134
27077,27003,2
27077,27163,1
27077,27089,30
27077,27053,2
27077,27137,28
27077,27007,222
27077,27119,32
27077,27113,39
27031,27031,21303
27031,27075,856
27031,27001,4
27031,27017,34
27031,27115,15
27031,27145,8
27031,27059,3
27031,27025,8
27031,27171,6
27031,27163,19
27031,27053,51
27031,27123,24
27031,27037,17
27031,27137,296
27031,27131,14
27031,27039,5
27031,27109,3
27075,27031,808
27075,27075,23798
27075,27061,18
27075,27021,10
27075,27057,6
27075,27001,9
27075,27035,8
27075,27017,225
27075,27115,94
27075,27097,6
27075,27095,4
27075,27065,5
27075,27145,16
27075,27059,11
27075,27071,4
27075,27025,12
27075,27141,10
27075,27171,11
27075,27003,62
27075,27163,49
27075,27053,137
27075,27123,70
27075,27019,12
27075,27037,36
27075,27139,8
27075,27137,4298
27075,27049,2
27075,27131,4
27075,27015,3
27075,27013,3
27075,27007,6
27075,27147,7
27075,27109,11
27029,27077,6
27029,27029,10721
27029,27125,29
27029,27061,8
27029,27107,34
27029,27087,148
27029,27021,75
27029,27057,436
27029,27027,12
27029,27069,2
27029,27005,131
27029,27159,7
27029,27035,5
27029,27111,13
27029,27153,4
27029,27097,6
27029,27135,5
27029,27095,2
27029,27041,4
27029,27009,6
27029,27145,5
27029,27059,2
27029,27071,4
27029,27141,5
27029,27171,4
27029,27003,2
27029,27163,0
27029,27089,23
27029,27053,7
27029,27023,3
27029,27123,2
27029,27139,2
27029,27137,4
27029,27007,2286
27029,27147,1
27029,27119,803
27029,27113,54
27125,27077,0
27125,27029,31
27125,27125,5984
27125,27107,32
27125,27087,14
27125,27021,9
27125,27057,12
27125,27027,9
27125,27069,9
27125,27005,9
27125,27159,3
27125,27111,27
27125,27153,4
27125,27097,2
27125,27135,39
27125,27041,3
27125,27089,87
27125,27053,4
27125,27123,6
27125,27007,74
27125,27119,983
27125,27113,817
27061,27077,11
27061,27031,3
27061,27075,16
27061,27029,31
27061,27125,2
27061,27061,97088
27061,27087,6
27061,27021,1028
27061,27057,36
27061,27027,2
27061,27005,6
27061,27001,856
27061,27159,2
27061,27035,213
27061,27017,223
27061,27111,6
27061,27115,45
27061,27097,27
27061,27135,8
27061,27095,35
27061,27065,21
27061,27041,10
27061,27009,23
27061,27145,40
27061,27059,26
27061,27071,132
27061,27025,23
27061,27141,86
27061,27151,0
27061,27067,9
27061,27171,28
27061,27003,92
27061,27093,3
27061,27073,0
27061,27163,42
27061,27053,150
27061,27023,2
27061,27123,72
27061,27085,2
27061,27019,6
27061,27037,56
27061,27139,37
27061,27137,5231
27061,27079,9
27061,27131,8
27061,27103,6
27061,27157,5
27061,27013,6
27061,27007,656
27061,27169,2
27061,27147,21
27061,27039,5
27061,27109,9
27061,27165,2
27061,27119,25
27061,27043,1
27061,27045,3
27061,27047,5
27061,27099,6
27061,27113,5
27107,27029,3
27107,27125,14
27107,27107,15381
27107,27087,237
27107,27021,2
27107,27057,7
27107,27027,466
27107,27069,4
27107,27005,178
27107,27159,3
27107,27035,2
27107,27111,81
27107,27135,5
27107,27041,12
27107,27009,2
27107,27145,2
27107,27121,2
27107,27141,3
27107,27171,5
27107,27089,9
27107,27173,2
27107,27129,4
27107,27007,14
27107,27119,693
27107,27043,4
27107,27113,14
27087,27029,193
27087,27125,18
27087,27061,2
27087,27107,472
27087,27087,6850
27087,27021,4
27087,27057,65
27087,27027,86
27087,27005,802
27087,27159,3
27087,27035,0
27087,27111,40
27087,27097,2
27087,27135,6
27087,27041,9
27087,27009,7
27087,27145,6
27087,27121,5
27087,27071,0
27087,27141,2
27087,27073,7
27087,27089,2
27087,27053,8
27087,27037,2
27087,27129,4
27087,27007,74
27087,27117,3
27087,27119,707
27087,27113,26
27021,27077,8
27021,27029,51
27021,27125,2
27021,27061,822
27021,27107,3
27021,27087,0
27021,27021,69167
27021,27057,2040
27021,27027,8
27021,27005,92
27021,27001,212
27021,27159,376
27021,27035,12737
27021,27017,43
27021,27111,98
27021,27115,21
27021,27153,711
27021,27097,973
27021,27135,5
27021,27095,94
27021,27065,12
27021,27051,17
27021,27041,33
27021,27009,149
