27077,27077,8474
27077,27029,1
27077,27125,2
27077,27061,10
27077,27107,0
27077,27021,3
27077,27057,5
27077,27027,1
27077,27069,5
27077,27005,3
27077,27001,0
27077,27035,6
27077,27111,1
27077,27167,2
27077,27153,2
27077,27097,1
27077,27135,609
27077,27095,2
27077,27051,2
27077,27041,1
27077,27149,1
27077,27145,1
27077,27071,115
27077,27171,0
27077,27003,1
27077,27089,18
27077,27023,0
27077,27037,3
27077,27137,9
27077,27007,134
27077,27147,1
27077,27119,12
27077,27113,21
27031,27031,9922
27031,27075,141
27031,27061,1
27031,27001,0
27031,27035,1
27031,27017,18
27031,27115,1
27031,27009,1
27031,27145,1
27031,27025,1
27031,27141,1
27031,27171,0
27031,27003,1
27031,27163,2
27031,27053,7
27031,27123,5
27031,27019,2
27031,27037,1
27031,27139,1
27031,27137,57
27031,27049,1
27031,27103,0
27031,27109,1
27075,27031,565
27075,27075,16581
27075,27029,1
27075,27061,7
27075,27021,2
27075,27005,1
27075,27001,1
27075,27159,1
27075,27035,8
27075,27017,138
27075,27111,1
27075,27115,36
27075,27153,1
27075,27097,1
27075,27095,3
27075,27065,5
27075,27009,5
27075,27145,12
27075,27059,2
27075,27071,2
27075,27025,7
27075,27141,5
27075,27067,1
27075,27171,5
27075,27003,18
27075,27093,1
27075,27163,14
27075,27053,39
27075,27123,34
27075,27019,4
27075,27037,12
27075,27139,3
27075,27137,2296
27075,27049,2
27075,27131,2
27075,27015,1
27075,27103,1
27075,27007,1
27075,27109,1
27075,27045,1
27075,27047,1
27029,27077,1
27029,27075,1
27029,27029,7940
27029,27125,17
27029,27061,15
27029,27107,14
27029,27087,101
27029,27021,27
27029,27057,251
27029,27027,9
27029,27069,1
27029,27005,43
27029,27001,2
27029,27159,10
27029,27035,7
27029,27111,6
27029,27153,6
27029,27097,5
27029,27135,3
27029,27095,1
27029,27041,0
27029,27009,1
27029,27149,0
27029,27145,4
27029,27121,1
27029,27059,11
27029,27071,1
27029,27025,2
27029,27141,3
27029,27067,0
27029,27171,2
27029,27003,3
27029,27089,13
27029,27023,0
27029,27037,1
27029,27137,3
27029,27007,1743
27029,27133,1
27029,27119,441
27029,27113,25
27125,27029,32
27125,27125,4578
