27077,27077,8980
27077,27125,3
27077,27061,24
27077,27021,11
27077,27057,28
27077,27027,2
27077,27069,11
27077,27005,28
27077,27001,5
27077,27159,3
27077,27035,23
27077,27017,6
27077,27111,11
27077,27115,4
27077,27153,6
27077,27097,13
27077,27135,767
27077,27095,8
27077,27065,4
27077,27051,2
27077,27041,6
27077,27145,15
27077,27071,133
27077,27025,4
27077,27141,8
27077,27067,4
27077,27003,2
27077,27163,1
27077,27089,20
27077,27053,7
27077,27085,1
27077,27019,5
27077,27173,0
27077,27037,1
27077,27139,1
27077,27137,13
27077,27079,8
27077,27013,5
27077,27007,130
27077,27039,7
27077,27119,14
27077,27113,19
27031,27031,14302
27031,27075,535
27031,27027,2
27031,27017,49
27031,27115,21
27031,27097,2
27031,27065,3
27031,27145,6
27031,27025,1
27031,27141,2
27031,27171,2
27031,27003,6
27031,27163,22
27031,27053,41
27031,27123,34
27031,27019,5
27031,27037,9
27031,27139,7
27031,27137,223
27031,27049,4
27031,27147,3
27031,27039,4
27031,27105,4
27075,27031,436
27075,27075,21387
27075,27061,8
27075,27005,5
27075,27001,3
27075,27035,3
27075,27017,141
27075,27115,91
27075,27095,0
27075,27051,3
27075,27145,3
27075,27059,3
27075,27025,20
27075,27141,3
27075,27003,32
27075,27163,26
27075,27053,25
27075,27123,45
27075,27019,11
27075,27037,22
27075,27139,4
27075,27137,2805
27075,27049,9
27075,27007,3
27075,27147,4
27075,27109,2
27029,27029,7493
27029,27125,3
27029,27061,9
27029,27107,16
27029,27087,137
27029,27021,14
27029,27057,131
27029,27027,7
27029,27005,38
27029,27159,9
27029,27017,3
27029,27111,6
27029,27153,7
27029,27097,4
27029,27135,3
27029,27041,4
27029,27145,5
27029,27071,18
27029,27141,2
27029,27089,9
27029,27053,5
27029,27137,2
27029,27131,3
27029,27015,4
27029,27157,3
27029,27007,1712
27029,27119,544
27029,27113,56
27125,27077,4
27125,27029,7
27125,27125,4215
27125,27107,17
27125,27087,15
27125,27027,2
27125,27005,4
27125,27111,0
27125,27097,1
27125,27135,7
27125,27041,4
27125,27149,8
27125,27145,3
27125,27089,20
27125,27123,3
27125,27007,14
27125,27119,557
27125,27113,697
27061,27077,26
27061,27075,1
27061,27029,8
27061,27125,3
27061,27061,69288
27061,27021,688
27061,27057,33
27061,27027,16
27061,27005,5
27061,27001,849
27061,27159,1
27061,27035,140
27061,27017,86
27061,27111,9
27061,27115,36
27061,27097,31
27061,27135,4
27061,27095,30
27061,27065,2
27061,27041,6
27061,27009,18
27061,27145,42
27061,27059,5
27061,27071,89
27061,27025,11
27061,27141,30
27061,27151,5
27061,27171,15
27061,27003,29
27061,27163,9
27061,27089,2
27061,27053,63
27061,27123,38
27061,27019,2
27061,27037,18
27061,27139,3
27061,27137,3713
27061,27131,4
27061,27015,1
27061,27157,3
27061,27007,360
27061,27039,4
27061,27165,2
27061,27119,10
27061,27113,2
27107,27029,16
27107,27125,14
27107,27107,9534
27107,27087,261
27107,27021,10
27107,27057,7
27107,27027,528
27107,27069,6
27107,27005,196
27107,27035,5
27107,27111,38
27107,27167,2
27107,27145,3
27107,27141,0
27107,27163,6
27107,27089,8
27107,27053,4
27107,27119,686
27107,27113,18
27087,27029,177
27087,27125,22
27087,27107,256
27087,27087,4013
27087,27021,20
27087,27057,14
27087,27027,59
27087,27005,713
27087,27159,3
27087,27111,29
27087,27167,7
27087,27153,3
27087,27135,2
27087,27041,3
27087,27145,3
27087,27089,1
27087,27123,2
27087,27137,1
27087,27083,2
27087,27131,4
27087,27007,29
27087,27147,2
27087,27133,3
27087,27119,385
27087,27113,6
27021,27077,10
27021,27029,28
27021,27061,636
27021,27087,12
27021,27021,37084
27021,27057,1630
27021,27027,13
27021,27005,53
27021,27001,168
27021,27159,386
27021,27035,9864
27021,27017,3
27021,27111,57
27021,27115,2
27021,27153,632
27021,27097,800
27021,27135,3
27021,27095,46
27021,27065,8
27021,27051,5
27021,27041,22
27021,27009,78
27021,27149,6
27021,27145,207
27021,27121,5
27021,27059,8
27021,27071,1
27021,27141,90
27021,27151,6
27021,27067,1
27021,27171,105
27021,27003,68
27021,27163,45
27021,27053,155
27021,27123,41
27021,27085,15
27021,27019,31
27021,27037,33
27021,27129,0
27021,27139,11
27021,27143,3
27021,27137,105
27021,27127,2
27021,27015,3
27021,27013,3
27021,27007,2173
27021,27033,3
27021,27147,6
27021,27109,9
27021,27119,15
27021,27099,5
27021,27113,7
27057,27077,3
27057,27029,162
27057,27125,6
27057,27061,27
27057,27107,8
27057,27087,16
27057,27021,1662
27057,27057,28071
27057,27027,64
27057,27005,1252
27057,27001,5
27057,27159,1343
27057,27035,130
27057,27017,9
27057,27111,182
27057,27167,3
27057,27153,66
27057,27097,71
27057,27095,10
27057,27051,5
27057,27041,31
27057,27009,26
27057,27149,4
27057,27145,67
27057,27059,2
27057,27071,1
27057,27025,1
27057,27141,31
27057,27151,3
27057,27067,10
27057,27171,24
27057,27003,14
27057,27163,8
27057,27089,2
27057,27053,29
27057,27123,25
27057,27085,5
27057,27037,9
27057,27139,13
27057,27137,22
27057,27079,3
27057,27013,4
27057,27007,3078
27057,27147,8
27057,27109,2
27057,27119,30
27057,27105,2
27057,27113,16
27027,27077,8
27027,27031,4
27027,27029,6
27027,27125,10
27027,27061,1
27027,27107,723
27027,27087,71
27027,27021,26
27027,27057,47
27027,27027,69239
27027,27069,4
27027,27005,1788
27027,27159,45
27027,27035,55
27027,27017,3
27027,27111,914
27027,27167,504
27027,27115,8
27027,27153,23
27027,27097,11
