time	reported I	 reported*lambda	predicted
03/22/2020	1.0	2.3806691042653254	2.3806691042653254
03/23/2020	2.0	4.761338208530651	6.915807597254174
03/24/2020	2.0	4.2602456047383335	10.115496269008695
03/25/2020	3.0	6.3903684071075	12.510838583374642
03/26/2020	5.0	10.650614011845834	14.426071347202077
03/27/2020	5.0	10.650614011845834	16.078572032306347
03/28/2020	5.0	10.650614011845834	17.20970800139297
03/29/2020	10.0	21.301228023691667	17.92675557231274
03/30/2020	12.0	25.56147362843	18.347077307470844
03/31/2020	12.0	18.460794945776506	18.594719862626146
04/01/2020	13.0	19.999194524591214	18.719923845267857
04/02/2020	13.0	19.999194524591214	18.752803354241056
04/03/2020	13.0	19.999194524591214	18.715188285938975
04/04/2020	9.4292	14.505877308559652	18.61031557265607
04/05/2020	11.766	18.100809444333866	18.46843691451459
04/06/2020	11.385	17.51467920480546	18.300710040513046
04/07/2020	9.5145	9.5145	18.138800645708827
04/08/2020	20.513	20.513	17.988336449941297
04/09/2020	24.914	24.914	17.849746393778823
04/10/2020	16.581	16.581	17.720193881372442
04/11/2020	17.812	17.812	17.595996439619817
04/12/2020	18.272	18.272	17.476892201312133
04/13/2020	18.434	18.434	17.31056812625093
04/14/2020	22.458	22.458	17.172852303651883
04/15/2020	22.928	22.928	17.064856183336556
04/16/2020	23.051	23.051	16.98927179328887
04/17/2020	22.564	22.564	16.94081261529034
04/18/2020	21.722	21.722	16.913417703831584
04/19/2020	22.592	22.592	16.905559593698786
04/20/2020	16.216	16.216	16.903957352324554
04/21/2020	13.838	14.893576282662904	16.92872629613404
04/22/2020	15.017	16.16251156502015	16.98394293449251
04/23/2020	13.262	14.273638434793716	17.079233969993243
04/24/2020	16.714	17.98896039806531	17.201607821262854
04/25/2020	17.844	19.20515791211424	17.342525841931582
04/26/2020	12.998	13.989500254520337	17.50387337956152
04/27/2020	19.973	21.496560131061294	17.680382001515518
04/28/2020	19.664	19.664	17.413384174501992
04/29/2020	22.522	22.522	16.83159592071315
04/30/2020	21.913	21.913	16.035133078224938
05/01/2020	23.0	23.0	15.10119269485791
05/02/2020	20.784	20.784	14.088673473519748
05/03/2020	10.318	10.318	13.041925789482333
05/04/2020	0.0	0.0	11.99378849590433
05/05/2020	0.0	0.0	10.968042138586659
05/06/2020	0.0	0.0	9.981385350290248
05/07/2020	0.0	0.0	9.0450222857569
05/08/2020	0.0	0.0	8.165933321992673
05/09/2020	0.0	0.0	7.34788832761871
05/10/2020	0.0	0.0	6.592251136874622
05/11/2020	0.0	0.0	5.898615062834821
05/12/2020	0.0	0.0	5.265302030207045
05/13/2020	0.0	0.0	4.689751934507335
05/14/2020	0.0	0.0	4.168823920329256
05/15/2020	0.0	0.0	3.6990272332824032
05/16/2020	0.0	0.0	3.2766959856573936
05/17/2020	0.0	0.0	2.8981194586773107
05/18/2020	0.0	0.0	2.5596373396408825
05/19/2020	0.0	0.0	2.2577074736493388
05/20/2020	0.0	0.0	1.9889522251722105
05/21/2020	0.0	0.0	1.7501883350866931
05/22/2020	0.0	0.0	1.5384441749559463
05/23/2020	0.0	0.0	1.3509675016704075
05/24/2020	0.0	0.0	1.1852261687212589
05/25/2020	0.0	0.0	1.038903727733007
05/26/2020	0.0	0.0	0.9098914327385346
05/27/2020	0.0	0.0	0.7962778213421184
05/28/2020	0.0	0.0	0.6963367760165381
05/29/2020	0.0	0.0	0.6085147527003475
05/30/2020	0.0	0.0	0.5314176922506839
05/31/2020	0.0	0.0	0.46379799468774235
06/01/2020	0.0	0.0	0.4045418296045493
06/02/2020	0.0	0.0	0.35265697294606707
06/03/2020	0.0	0.0	0.3072612959665829
06/04/2020	0.0	0.0	0.26757198279466615
06/05/2020	0.0	0.0	0.23289551561688113
06/06/2020	0.0	0.0	0.20261843855935624
06/07/2020	0.0	0.0	0.1761988908981249
06/08/2020	0.0	0.0	0.15315888564986554
06/09/2020	0.0	0.0	0.13307729958527917
06/10/2020	0.0	0.0	0.11558353422639799
06/11/2020	0.0	0.0	0.13623468941617223
06/12/2020	0.0	0.0	0.18369215441618308
06/13/2020	0.0	0.0	0.24916800609937312
06/14/2020	0.0	0.0	0.326048891336018
06/15/2020	0.0	0.0	0.4105338279958355
06/16/2020	0.0	0.0	0.5022888691538698
06/17/2020	0.0	0.0	0.6014580042859698
06/18/2020	0.0	0.0	0.7097142995994434
06/19/2020	0.0	0.0	0.8280671149789085
06/20/2020	1.7082	1.7082	0.9665024595837937
06/21/2020	8.0543	8.0543	1.1307625874540224
06/22/2020	8.8508	8.8508	1.3353198900451018
