time	reported I	 reported*lambda	predicted
03/22/2020	17.0	34.33665978187346	34.33665978187346
03/23/2020	23.0	46.455480881358206	47.338620589716086
03/24/2020	25.0	48.394098232456514	55.692075789269325
03/25/2020	0.0	0.0	60.500243638235226
03/26/2020	30.0	58.07291787894781	62.63895404900822
03/27/2020	0.0	0.0	62.80070738957295
03/28/2020	0.0	0.0	63.66288079281128
03/29/2020	0.0	0.0	64.81383310445932
03/30/2020	48.0	92.9166686063165	66.1774230389428
03/31/2020	54.0	65.54587242852648	67.89498638987916
04/01/2020	64.0	77.68399695232767	69.85744527269235
04/02/2020	65.0	78.8978094047078	71.95736098471536
04/03/2020	69.0	83.75305921422827	74.12035716583624
04/04/2020	34.15	41.45169524878109	76.23917099668444
04/05/2020	46.962	57.003060388675195	78.36264616394611
04/06/2020	51.462	62.46521642438574	80.47808934552395
04/07/2020	50.093	68.56659020491736	82.6721241633907
04/08/2020	58.086	79.50729560303495	84.93487746075144
04/09/2020	56.476	77.30355036458013	87.24645102191052
04/10/2020	57.27	78.3903663393212	89.58284396692487
04/11/2020	62.719	85.8488805035077	91.92324500778024
04/12/2020	77.269	105.76471480134468	94.26320088838247
04/13/2020	72.049	98.61965259964647	96.42441255957455
04/14/2020	71.054	92.96403993136869	98.66388492853063
04/15/2020	80.143	104.85570203253414	100.98340290841425
04/16/2020	72.233	94.50659352552361	103.3922331249477
04/17/2020	75.352	98.58736083694787	105.87616664293675
04/18/2020	85.335	111.64869462019516	108.42076028519159
04/19/2020	89.516	117.11893768818645	111.02737351636613
04/20/2020	88.863	116.26458018438393	113.66139262743849
04/21/2020	97.074	112.41435190956422	116.3942618183317
04/22/2020	102.3	118.46620310637678	119.2478069318908
04/23/2020	97.07	112.40971979996084	122.2642904907726
04/24/2020	99.856	115.6359841387132	125.41516721855228
04/25/2020	108.38	125.50700970351042	128.6880878694029
04/26/2020	119.56	138.45375604495024	132.1076000953651
04/27/2020	133.78	154.92090568495686	135.6748832104725
04/28/2020	148.79	148.79	143.91666764439128
04/29/2020	159.75	159.75	155.54732958540825
04/30/2020	189.03	189.03	170.09381383649142
05/01/2020	216.75	216.75	187.2738390613636
05/02/2020	258.01	258.01	206.35631240238772
05/03/2020	241.23	241.23	227.4184660920351
05/04/2020	196.11	196.11	250.40559286253625
05/05/2020	213.45	232.22313554929295	275.68773190158925
05/06/2020	266.81	290.2761995591794	303.18865325723766
05/07/2020	313.92	341.5295699772033	333.28181754284526
05/08/2020	358.52	390.0521834487351	366.0187274893984
05/09/2020	382.8	416.4676331144031	401.59188755483586
05/10/2020	396.35	431.2093688215613	440.06791885425037
05/11/2020	441.75	480.6023430728515	481.7498124404174
05/12/2020	447.95	540.4957589142205	527.4879704457375
05/13/2020	491.71	593.2965054486244	577.5528556067213
05/14/2020	495.1	597.3868740672632	632.0843283964298
05/15/2020	571.44	689.4985968834516	691.6148416466253
05/16/2020	639.1	771.1370454784648	756.6405297303861
05/17/2020	701.3	846.1874667408032	827.2351512231029
05/18/2020	728.87	879.4533849755728	903.822845581
05/19/2020	760.59	845.3356054649294	955.2506336908413
05/20/2020	793.38	881.7790960488117	988.8376898203098
05/21/2020	824.71	916.5999121510695	1009.8995000051184
05/22/2020	887.03	985.8636612571244	1022.0481256929247
05/23/2020	940.71	1045.5247339787713	1027.8126610748297
05/24/2020	1027.7	1142.2072361407695	1028.7685627621074
05/25/2020	1049.2	1166.1027850140074	1026.0698161272494
05/26/2020	1102.5	1102.5	1020.9142039547311
05/27/2020	1030.1	1030.1	1014.2169840975341
05/28/2020	1009.6	1009.6	1006.4224616100166
05/29/2020	1018.7	1018.7	997.6875780463009
05/30/2020	964.87	964.87	988.1937964197664
05/31/2020	1002.8	1002.8	978.107790619565
06/01/2020	912.3	912.3	967.5827553487825
06/02/2020	835.28	1031.0968581550023	956.7788451233408
06/03/2020	804.85	993.5330742817423	945.7528201359632
06/04/2020	766.73	946.4765037510596	934.5995591944777
06/05/2020	738.39	911.4926840018583	923.3548114968977
06/06/2020	746.13	921.0471922890431	912.0739299136098
06/07/2020	679.29	838.5377176229666	900.7165008422571
06/08/2020	638.91	788.6913294270335	889.2342124027314
06/09/2020	602.5	874.1412644594659	877.8125207982055
06/10/2020	579.13	840.2347393965318	866.4118907281143
06/11/2020	617.02	895.2077062187213	850.6933125226947
06/12/2020	581.45	843.6007273360274	832.1118240062978
06/13/2020	563.79	817.9785950034892	811.6803708280597
06/14/2020	536.19	777.9349453784582	790.1068265887819
06/15/2020	512.49	743.5496375482684	767.918352970681
06/16/2020	488.7	721.7019362637859	745.5499500738133
06/17/2020	464.18	685.4913132288196	723.2804987143485
06/18/2020	457.76	676.0103915369565	701.3003988652094
06/19/2020	477.35	704.9404937088566	679.6783171026659
06/20/2020	473.29	698.944770645155	658.5962165671301
06/21/2020	441.18	651.5253943950421	638.0564116207878
06/22/2020	425.46	628.3104272616949	618.1215656012918
